METRIC  LP  DATA  SYSTEM  SCORE HUMAN
LeBLEU-optimized en-cs newstest2015 CU-Chimera.3992 0.590547 0.686 
LeBLEU-optimized en-cs newstest2015 tuning-task-AFRL 0.519874 -0.342 
LeBLEU-optimized en-cs newstest2015 online-B.0 0.586209 0.515 
LeBLEU-optimized en-cs newstest2015 uedin-jhu-phrase.4069 0.598206 0.503 
LeBLEU-optimized en-cs newstest2015 CU-TectoMT.3949 0.56086 0.209 
LeBLEU-optimized en-cs newstest2015 tuning-task-DCU 0.513585 -0.342 
LeBLEU-optimized en-cs newstest2015 tuning-task-bleu-MERT 0.516923 -0.406 
LeBLEU-optimized en-cs newstest2015 tuning-task-bleu-MIRA-dense 0.519379 -0.346 
LeBLEU-optimized en-cs newstest2015 tuning-task-USAAR-Tuna-Saarland 0.517821 -0.373 
LeBLEU-optimized en-cs newstest2015 Neural-MT.4096 0.576604 0.467 
LeBLEU-optimized en-cs newstest2015 online-A.0 0.573855 0.426 
LeBLEU-optimized en-cs newstest2015 tuning-task-bleu-MIRA-sparse 0.49454 -0.808 
LeBLEU-optimized en-cs newstest2015 tuning-task-METEOR-CMU 0.506048 -0.563 
METEOR-WSD en-cs newstest2015 tuning-task-bleu-MERT 0.551035493811 -0.406 
METEOR-WSD en-cs newstest2015 uedin-syntax.3939 0.562325411485 0.261 
METEOR-WSD en-cs newstest2015 commercial1.3987 0.551448923079 0.114 
METEOR-WSD en-cs newstest2015 Neural-MT.4096 0.564701838092 0.467 
METEOR-WSD en-cs newstest2015 CU-Chimera.3992 0.566918972371 0.686 
METEOR-WSD en-cs newstest2015 tuning-task-bleu-MIRA-sparse 0.547270276856 -0.808 
METEOR-WSD en-cs newstest2015 tuning-task-AFRL 0.551263571508 -0.342 
METEOR-WSD en-cs newstest2015 tuning-task-DCU 0.551719957412 -0.342 
METEOR-WSD en-cs newstest2015 tuning-task-METEOR-CMU 0.548997014962 -0.563 
METEOR-WSD en-cs newstest2015 tuning-task-bleu-MIRA-dense 0.551401068619 -0.346 
METEOR-WSD en-cs newstest2015 online-B.0 0.56410933088 0.515 
METEOR-WSD en-cs newstest2015 uedin-jhu-phrase.4069 0.565025210686 0.503 
METEOR-WSD en-cs newstest2015 online-A.0 0.56170535201 0.426 
METEOR-WSD en-cs newstest2015 CU-TectoMT.3949 0.558034150948 0.209 
METEOR-WSD en-cs newstest2015 tuning-task-USAAR-Tuna-Saarland 0.551256136165 -0.373 
RATATOUILLE en-cs newstest2015 tuning-task-bleu-MERT 0.748839558848 -0.406 
RATATOUILLE en-cs newstest2015 commercial1.3987 0.75330294592 0.114 
RATATOUILLE en-cs newstest2015 Neural-MT.4096 0.806020282292 0.467 
RATATOUILLE en-cs newstest2015 CU-Chimera.3992 0.818581991147 0.686 
RATATOUILLE en-cs newstest2015 tuning-task-AFRL 0.753262487165 -0.342 
RATATOUILLE en-cs newstest2015 tuning-task-DCU 0.75102084099 -0.342 
RATATOUILLE en-cs newstest2015 uedin-syntax.3939 0.798740307806 0.261 
RATATOUILLE en-cs newstest2015 tuning-task-bleu-MIRA-dense 0.752039443007 -0.346 
RATATOUILLE en-cs newstest2015 tuning-task-METEOR-CMU 0.740824057901 -0.563 
RATATOUILLE en-cs newstest2015 online-B.0 0.810189002141 0.515 
RATATOUILLE en-cs newstest2015 uedin-jhu-phrase.4069 0.814462796756 0.503 
RATATOUILLE en-cs newstest2015 CU-TectoMT.3949 0.787547240871 0.209 
RATATOUILLE en-cs newstest2015 online-A.0 0.804898230608 0.426 
RATATOUILLE en-cs newstest2015 tuning-task-bleu-MIRA-sparse 0.727188792788 -0.808 
RATATOUILLE en-cs newstest2015 tuning-task-USAAR-Tuna-Saarland 0.750998655328 -0.373 
Dreem en-cs newstest2015 commercial1.3987 0.06383683 0.114 
Dreem en-cs newstest2015 CU-Chimera.3992 0.30058091 0.686 
Dreem en-cs newstest2015 CU-TectoMT.3949 0.13116884 0.209 
Dreem en-cs newstest2015 Neural-MT.4096 0.25391965 0.467 
Dreem en-cs newstest2015 online-A.0 0.12486601 0.426 
Dreem en-cs newstest2015 online-B.0 0.20743441 0.515 
Dreem en-cs newstest2015 tuning-task-AFRL 0.07345454 -0.342 
Dreem en-cs newstest2015 tuning-task-bleu-MERT 0.07655372 -0.406 
Dreem en-cs newstest2015 tuning-task-bleu-MIRA-dense 0.07019217 -0.346 
Dreem en-cs newstest2015 tuning-task-bleu-MIRA-sparse 0.03708871 -0.808 
Dreem en-cs newstest2015 tuning-task-DCU 0.06207388 -0.342 
Dreem en-cs newstest2015 tuning-task-METEOR-CMU 0.04211817 -0.563 
Dreem en-cs newstest2015 tuning-task-USAAR-Tuna-Saarland 0.07463392 -0.373 
Dreem en-cs newstest2015 uedin-jhu-phrase.4069 0.20481188 0.503 
Dreem en-cs newstest2015 uedin-syntax.3939 0.18130424 0.261 
CDER en-cs newstest2015 commercial1.3987 0.3013 0.114 
CDER en-cs newstest2015 CU-Chimera.3992 0.4166 0.686 
CDER en-cs newstest2015 CU-TectoMT.3949 0.3607 0.209 
CDER en-cs newstest2015 Neural-MT.4096 0.4129 0.467 
CDER en-cs newstest2015 online-A.0 0.3832 0.426 
CDER en-cs newstest2015 online-B.0 0.3917 0.515 
CDER en-cs newstest2015 tuning-task-AFRL 0.3166 -0.342 
CDER en-cs newstest2015 tuning-task-bleu-MERT 0.3142 -0.406 
CDER en-cs newstest2015 tuning-task-bleu-MIRA-dense 0.315 -0.346 
CDER en-cs newstest2015 tuning-task-bleu-MIRA-sparse 0.2826 -0.808 
CDER en-cs newstest2015 tuning-task-DCU 0.3088 -0.342 
CDER en-cs newstest2015 tuning-task-METEOR-CMU 0.3003 -0.563 
CDER en-cs newstest2015 tuning-task-USAAR-Tuna-Saarland 0.3136 -0.373 
CDER en-cs newstest2015 uedin-jhu-phrase.4069 0.4086 0.503 
CDER en-cs newstest2015 uedin-syntax.3939 0.3838 0.261 
NIST en-cs newstest2015 commercial1.3987 4.4948 0.114 
NIST en-cs newstest2015 CU-Chimera.3992 6.2367 0.686 
NIST en-cs newstest2015 CU-TectoMT.3949 5.4996 0.209 
NIST en-cs newstest2015 Neural-MT.4096 5.9233 0.467 
NIST en-cs newstest2015 online-A.0 5.7594 0.426 
NIST en-cs newstest2015 online-B.0 5.7595 0.515 
NIST en-cs newstest2015 tuning-task-AFRL 4.5677 -0.342 
NIST en-cs newstest2015 tuning-task-bleu-MERT 4.3959 -0.406 
NIST en-cs newstest2015 tuning-task-bleu-MIRA-dense 4.4444 -0.346 
NIST en-cs newstest2015 tuning-task-bleu-MIRA-sparse 3.9172 -0.808 
NIST en-cs newstest2015 tuning-task-DCU 4.299 -0.342 
NIST en-cs newstest2015 tuning-task-METEOR-CMU 4.2373 -0.563 
NIST en-cs newstest2015 tuning-task-USAAR-Tuna-Saarland 4.4127 -0.373 
NIST en-cs newstest2015 uedin-jhu-phrase.4069 5.9862 0.503 
NIST en-cs newstest2015 uedin-syntax.3939 5.6486 0.261 
BLEU en-cs newstest2015 commercial1.3987 0.095 0.114 
BLEU en-cs newstest2015 CU-Chimera.3992 0.1991 0.686 
BLEU en-cs newstest2015 CU-TectoMT.3949 0.1402 0.209 
BLEU en-cs newstest2015 Neural-MT.4096 0.1864 0.467 
BLEU en-cs newstest2015 online-A.0 0.1626 0.426 
BLEU en-cs newstest2015 online-B.0 0.1682 0.515 
BLEU en-cs newstest2015 tuning-task-AFRL 0.1024 -0.342 
BLEU en-cs newstest2015 tuning-task-bleu-MERT 0.0992 -0.406 
BLEU en-cs newstest2015 tuning-task-bleu-MIRA-dense 0.1008 -0.346 
BLEU en-cs newstest2015 tuning-task-bleu-MIRA-sparse 0.0771 -0.808 
BLEU en-cs newstest2015 tuning-task-DCU 0.0953 -0.342 
BLEU en-cs newstest2015 tuning-task-METEOR-CMU 0.0872 -0.563 
BLEU en-cs newstest2015 tuning-task-USAAR-Tuna-Saarland 0.0992 -0.373 
BLEU en-cs newstest2015 uedin-jhu-phrase.4069 0.1873 0.503 
BLEU en-cs newstest2015 uedin-syntax.3939 0.1661 0.261 
PER en-cs newstest2015 commercial1.3987 0.3974 0.114 
PER en-cs newstest2015 CU-Chimera.3992 0.5259 0.686 
PER en-cs newstest2015 CU-TectoMT.3949 0.4879 0.209 
PER en-cs newstest2015 Neural-MT.4096 0.5011 0.467 
PER en-cs newstest2015 online-A.0 0.5065 0.426 
PER en-cs newstest2015 online-B.0 0.4798 0.515 
PER en-cs newstest2015 tuning-task-AFRL 0.4332 -0.342 
PER en-cs newstest2015 tuning-task-bleu-MERT 0.4036 -0.406 
PER en-cs newstest2015 tuning-task-bleu-MIRA-dense 0.408 -0.346 
PER en-cs newstest2015 tuning-task-bleu-MIRA-sparse 0.359 -0.808 
PER en-cs newstest2015 tuning-task-DCU 0.3718 -0.342 
PER en-cs newstest2015 tuning-task-METEOR-CMU 0.4097 -0.563 
PER en-cs newstest2015 tuning-task-USAAR-Tuna-Saarland 0.4042 -0.373 
PER en-cs newstest2015 uedin-jhu-phrase.4069 0.5015 0.503 
PER en-cs newstest2015 uedin-syntax.3939 0.4833 0.261 
TER en-cs newstest2015 commercial1.3987 0.247 0.114 
TER en-cs newstest2015 CU-Chimera.3992 0.3741 0.686 
TER en-cs newstest2015 CU-TectoMT.3949 0.3279 0.209 
TER en-cs newstest2015 Neural-MT.4096 0.3657 0.467 
TER en-cs newstest2015 online-A.0 0.3502 0.426 
TER en-cs newstest2015 online-B.0 0.3417 0.515 
TER en-cs newstest2015 tuning-task-AFRL 0.2826 -0.342 
TER en-cs newstest2015 tuning-task-bleu-MERT 0.2614 -0.406 
TER en-cs newstest2015 tuning-task-bleu-MIRA-dense 0.2648 -0.346 
TER en-cs newstest2015 tuning-task-bleu-MIRA-sparse 0.2216 -0.808 
TER en-cs newstest2015 tuning-task-DCU 0.2382 -0.342 
TER en-cs newstest2015 tuning-task-METEOR-CMU 0.2581 -0.563 
TER en-cs newstest2015 tuning-task-USAAR-Tuna-Saarland 0.261 -0.373 
TER en-cs newstest2015 uedin-jhu-phrase.4069 0.363 0.503 
TER en-cs newstest2015 uedin-syntax.3939 0.3313 0.261 
WER en-cs newstest2015 commercial1.3987 0.226 0.114 
WER en-cs newstest2015 CU-Chimera.3992 0.3471 0.686 
WER en-cs newstest2015 CU-TectoMT.3949 0.3039 0.209 
WER en-cs newstest2015 Neural-MT.4096 0.3421 0.467 
WER en-cs newstest2015 online-A.0 0.3235 0.426 
WER en-cs newstest2015 online-B.0 0.3128 0.515 
WER en-cs newstest2015 tuning-task-AFRL 0.2625 -0.342 
WER en-cs newstest2015 tuning-task-bleu-MERT 0.2406 -0.406 
WER en-cs newstest2015 tuning-task-bleu-MIRA-dense 0.2437 -0.346 
WER en-cs newstest2015 tuning-task-bleu-MIRA-sparse 0.2025 -0.808 
WER en-cs newstest2015 tuning-task-DCU 0.2172 -0.342 
WER en-cs newstest2015 tuning-task-METEOR-CMU 0.2391 -0.563 
WER en-cs newstest2015 tuning-task-USAAR-Tuna-Saarland 0.2401 -0.373 
WER en-cs newstest2015 uedin-jhu-phrase.4069 0.3357 0.503 
WER en-cs newstest2015 uedin-syntax.3939 0.3041 0.261 
