METRIC  LP  DATA  SYSTEM  SCORE HUMAN
METEOR-WSD en-ru newstest2015 LIMSI-NCode-SOUL.3996 0.634343644985 0.122 
METEOR-WSD en-ru newstest2015 online-A.0 0.631099429014 0.075 
METEOR-WSD en-ru newstest2015 online-F.0 0.600334660359 -1.218 
METEOR-WSD en-ru newstest2015 PROMT-Rule-based.3991 0.639863333555 1.015 
METEOR-WSD en-ru newstest2015 USAAR-gacha.3962 0.628405024621 -0.333 
METEOR-WSD en-ru newstest2015 uedin-jhu-phrase.4144 0.635539688042 0.014 
METEOR-WSD en-ru newstest2015 USAAR-gacha.4108 0.628370615344 -0.276 
METEOR-WSD en-ru newstest2015 online-G.0 0.639116702839 0.521 
RATATOUILLE en-ru newstest2015 online-B.0 0.953694718052 0.217 
RATATOUILLE en-ru newstest2015 uedin-syntax.3938 0.945958553996 -0.138 
RATATOUILLE en-ru newstest2015 LIMSI-NCode-SOUL.3996 0.946488187127 0.122 
RATATOUILLE en-ru newstest2015 online-A.0 0.947043285876 0.075 
RATATOUILLE en-ru newstest2015 PROMT-Rule-based.3991 0.957202783901 1.015 
RATATOUILLE en-ru newstest2015 online-F.0 0.900112769189 -1.218 
RATATOUILLE en-ru newstest2015 USAAR-gacha.3962 0.937562663026 -0.333 
RATATOUILLE en-ru newstest2015 uedin-jhu-phrase.4144 0.949844962438 0.014 
RATATOUILLE en-ru newstest2015 USAAR-gacha.4108 0.937388619111 -0.276 
RATATOUILLE en-ru newstest2015 online-G.0 0.954854896035 0.521 
Dreem en-ru newstest2015 LIMSI-NCode-SOUL.3996 0.32874698 0.122 
Dreem en-ru newstest2015 online-A.0 0.25286791 0.075 
Dreem en-ru newstest2015 online-B.0 0.30651092 0.217 
Dreem en-ru newstest2015 online-F.0 0.04103825 -1.218 
Dreem en-ru newstest2015 online-G.0 0.3579003 0.521 
Dreem en-ru newstest2015 PROMT-Rule-based.3991 0.39719098 1.015 
Dreem en-ru newstest2015 uedin-jhu-phrase.4144 0.25908621 0.014 
Dreem en-ru newstest2015 uedin-syntax.3938 0.27188279 -0.138 
Dreem en-ru newstest2015 USAAR-gacha.3962 0.21420787 -0.333 
Dreem en-ru newstest2015 USAAR-gacha.4108 0.2271693 -0.276 
CDER en-ru newstest2015 LIMSI-NCode-SOUL.3996 0.4524 0.122 
CDER en-ru newstest2015 online-A.0 0.4215 0.075 
CDER en-ru newstest2015 online-B.0 0.4602 0.217 
CDER en-ru newstest2015 online-F.0 0.3065 -1.218 
CDER en-ru newstest2015 online-G.0 0.4579 0.521 
CDER en-ru newstest2015 PROMT-Rule-based.3991 0.4664 1.015 
CDER en-ru newstest2015 uedin-jhu-phrase.4144 0.4583 0.014 
CDER en-ru newstest2015 uedin-syntax.3938 0.4454 -0.138 
CDER en-ru newstest2015 USAAR-gacha.3962 0.4234 -0.333 
CDER en-ru newstest2015 USAAR-gacha.4108 0.4222 -0.276 
NIST en-ru newstest2015 LIMSI-NCode-SOUL.3996 6.615 0.122 
NIST en-ru newstest2015 online-A.0 6.3625 0.075 
NIST en-ru newstest2015 online-B.0 6.7588 0.217 
NIST en-ru newstest2015 online-F.0 4.44 -1.218 
NIST en-ru newstest2015 online-G.0 6.8455 0.521 
NIST en-ru newstest2015 PROMT-Rule-based.3991 6.902 1.015 
NIST en-ru newstest2015 uedin-jhu-phrase.4144 6.6765 0.014 
NIST en-ru newstest2015 uedin-syntax.3938 6.5219 -0.138 
NIST en-ru newstest2015 USAAR-gacha.3962 6.1745 -0.333 
NIST en-ru newstest2015 USAAR-gacha.4108 6.104 -0.276 
BLEU en-ru newstest2015 LIMSI-NCode-SOUL.3996 0.2454 0.122 
BLEU en-ru newstest2015 online-A.0 0.2123 0.075 
BLEU en-ru newstest2015 online-B.0 0.2454 0.217 
BLEU en-ru newstest2015 online-F.0 0.0967 -1.218 
BLEU en-ru newstest2015 online-G.0 0.2531 0.521 
BLEU en-ru newstest2015 PROMT-Rule-based.3991 0.251 1.015 
BLEU en-ru newstest2015 uedin-jhu-phrase.4144 0.2503 0.014 
BLEU en-ru newstest2015 uedin-syntax.3938 0.238 -0.138 
BLEU en-ru newstest2015 USAAR-gacha.3962 0.2174 -0.333 
BLEU en-ru newstest2015 USAAR-gacha.4108 0.2147 -0.276 
PER en-ru newstest2015 LIMSI-NCode-SOUL.3996 0.5211 0.122 
PER en-ru newstest2015 online-A.0 0.5086 0.075 
PER en-ru newstest2015 online-B.0 0.53 0.217 
PER en-ru newstest2015 online-F.0 0.3911 -1.218 
PER en-ru newstest2015 online-G.0 0.535 0.521 
PER en-ru newstest2015 PROMT-Rule-based.3991 0.5296 1.015 
PER en-ru newstest2015 uedin-jhu-phrase.4144 0.5261 0.014 
PER en-ru newstest2015 uedin-syntax.3938 0.5221 -0.138 
PER en-ru newstest2015 USAAR-gacha.3962 0.497 -0.333 
PER en-ru newstest2015 USAAR-gacha.4108 0.4831 -0.276 
TER en-ru newstest2015 LIMSI-NCode-SOUL.3996 0.4018 0.122 
TER en-ru newstest2015 online-A.0 0.3802 0.075 
TER en-ru newstest2015 online-B.0 0.4121 0.217 
TER en-ru newstest2015 online-F.0 0.2555 -1.218 
TER en-ru newstest2015 online-G.0 0.4172 0.521 
TER en-ru newstest2015 PROMT-Rule-based.3991 0.4222 1.015 
TER en-ru newstest2015 uedin-jhu-phrase.4144 0.4128 0.014 
TER en-ru newstest2015 uedin-syntax.3938 0.3992 -0.138 
TER en-ru newstest2015 USAAR-gacha.3962 0.3732 -0.333 
TER en-ru newstest2015 USAAR-gacha.4108 0.3656 -0.276 
WER en-ru newstest2015 LIMSI-NCode-SOUL.3996 0.3842 0.122 
WER en-ru newstest2015 online-A.0 0.3633 0.075 
WER en-ru newstest2015 online-B.0 0.394 0.217 
WER en-ru newstest2015 online-F.0 0.2442 -1.218 
WER en-ru newstest2015 online-G.0 0.3989 0.521 
WER en-ru newstest2015 PROMT-Rule-based.3991 0.4044 1.015 
WER en-ru newstest2015 uedin-jhu-phrase.4144 0.3969 0.014 
WER en-ru newstest2015 uedin-syntax.3938 0.3821 -0.138 
WER en-ru newstest2015 USAAR-gacha.3962 0.3546 -0.333 
WER en-ru newstest2015 USAAR-gacha.4108 0.3476 -0.276 
