METRIC  LP  DATA  SYSTEM  SCORE HUMAN
DPMFcomb ru-en newstest2015 MITLL-AFRL-phrase-based.4089 13.325646263 0.116 
DPMFcomb ru-en newstest2015 online-A.0 13.3470151493 0.104 
DPMFcomb ru-en newstest2015 online-B.0 13.549643435 0.311 
DPMFcomb ru-en newstest2015 online-F.0 12.6985819517 -0.781 
DPMFcomb ru-en newstest2015 online-G.0 13.5933376705 0.494 
DPMFcomb ru-en newstest2015 PROMT-Rule-based.3993 13.3049378405 0.129 
DPMFcomb ru-en newstest2015 uedin-jhu-phrase.4065 13.3715986573 -0.031 
DPMFcomb ru-en newstest2015 uedin-syntax.4005 13.2867340378 -0.021 
DPMFcomb ru-en newstest2015 USAAR-gacha.3986 13.0416578542 -0.278 
DPMFcomb ru-en newstest2015 USAAR-gacha.4052 13.0818215628 -0.218 
DPMF ru-en newstest2015 USAAR-gacha.4052 0.36817773228 -0.218 
DPMF ru-en newstest2015 online-A.0 0.392767574699 0.104 
DPMF ru-en newstest2015 MITLL-AFRL-pbfac.4077 0.387816170417 0.113 
DPMF ru-en newstest2015 online-F.0 0.333563066607 -0.781 
DPMF ru-en newstest2015 MITLL-AFRL-phrase-based.4089 0.389967455443 0.116 
DPMF ru-en newstest2015 online-B.0 0.41089230783 0.311 
DPMF ru-en newstest2015 uedin-jhu-phrase.4065 0.394416702641 -0.031 
DPMF ru-en newstest2015 uedin-syntax.4005 0.387733693804 -0.021 
DPMF ru-en newstest2015 LIMSI-NCode-SOUL.3998 0.386144561316 0.01 
DPMF ru-en newstest2015 USAAR-gacha.3986 0.364124652369 -0.278 
DPMF ru-en newstest2015 PROMT-Rule-based.3993 0.386046333056 0.129 
DPMF ru-en newstest2015 online-G.0 0.416318314054 0.494 
DPMF ru-en newstest2015 MITLL-AFRL-hiero.4090 0.386263724221 0.051 
LeBLEU-default ru-en newstest2015 online-B.0 0.64627 0.311 
LeBLEU-default ru-en newstest2015 USAAR-gacha.3986 0.593074 -0.278 
LeBLEU-default ru-en newstest2015 online-G.0 0.653094 0.494 
LeBLEU-default ru-en newstest2015 MITLL-AFRL-hiero.4090 0.630123 0.051 
LeBLEU-default ru-en newstest2015 online-A.0 0.627457 0.104 
LeBLEU-default ru-en newstest2015 PROMT-Rule-based.3993 0.634446 0.129 
LeBLEU-default ru-en newstest2015 uedin-syntax.4005 0.625179 -0.021 
LeBLEU-default ru-en newstest2015 MITLL-AFRL-phrase-based.4089 0.618612 0.116 
LeBLEU-default ru-en newstest2015 LIMSI-NCode-SOUL.3998 0.625094 0.01 
LeBLEU-default ru-en newstest2015 MITLL-AFRL-pbfac.4077 0.616318 0.113 
LeBLEU-default ru-en newstest2015 online-F.0 0.575553 -0.781 
LeBLEU-default ru-en newstest2015 uedin-jhu-phrase.4065 0.639595 -0.031 
LeBLEU-default ru-en newstest2015 USAAR-gacha.4052 0.596873 -0.218 
LeBLEU-optimized ru-en newstest2015 online-B.0 0.673162 0.311 
LeBLEU-optimized ru-en newstest2015 USAAR-gacha.3986 0.626792 -0.278 
LeBLEU-optimized ru-en newstest2015 online-G.0 0.67927 0.494 
LeBLEU-optimized ru-en newstest2015 MITLL-AFRL-hiero.4090 0.660999 0.051 
LeBLEU-optimized ru-en newstest2015 online-A.0 0.655496 0.104 
LeBLEU-optimized ru-en newstest2015 PROMT-Rule-based.3993 0.668905 0.129 
LeBLEU-optimized ru-en newstest2015 uedin-syntax.4005 0.654515 -0.021 
LeBLEU-optimized ru-en newstest2015 MITLL-AFRL-phrase-based.4089 0.647854 0.116 
LeBLEU-optimized ru-en newstest2015 LIMSI-NCode-SOUL.3998 0.654538 0.01 
LeBLEU-optimized ru-en newstest2015 MITLL-AFRL-pbfac.4077 0.644208 0.113 
LeBLEU-optimized ru-en newstest2015 online-F.0 0.621695 -0.781 
LeBLEU-optimized ru-en newstest2015 uedin-jhu-phrase.4065 0.669441 -0.031 
LeBLEU-optimized ru-en newstest2015 USAAR-gacha.4052 0.630413 -0.218 
METEOR-WSD ru-en newstest2015 MITLL-AFRL-phrase-based.4089 0.586093872162 0.116 
METEOR-WSD ru-en newstest2015 uedin-jhu-phrase.4065 0.586092801893 -0.031 
METEOR-WSD ru-en newstest2015 MITLL-AFRL-hiero.4090 0.58542160028 0.051 
METEOR-WSD ru-en newstest2015 LIMSI-NCode-SOUL.3998 0.58495253281 0.01 
METEOR-WSD ru-en newstest2015 online-A.0 0.586791351408 0.104 
METEOR-WSD ru-en newstest2015 MITLL-AFRL-pbfac.4077 0.585477940631 0.113 
METEOR-WSD ru-en newstest2015 online-G.0 0.591341076295 0.494 
METEOR-WSD ru-en newstest2015 online-F.0 0.574536997244 -0.781 
METEOR-WSD ru-en newstest2015 uedin-syntax.4005 0.585509113094 -0.021 
METEOR-WSD ru-en newstest2015 PROMT-Rule-based.3993 0.584493394569 0.129 
METEOR-WSD ru-en newstest2015 online-B.0 0.589768257796 0.311 
METEOR-WSD ru-en newstest2015 USAAR-gacha.3986 0.581048580079 -0.278 
METEOR-WSD ru-en newstest2015 USAAR-gacha.4052 0.581516338589 -0.218 
RATATOUILLE ru-en newstest2015 MITLL-AFRL-phrase-based.4089 0.982210711153 0.116 
RATATOUILLE ru-en newstest2015 uedin-jhu-phrase.4065 0.982727775936 -0.031 
RATATOUILLE ru-en newstest2015 MITLL-AFRL-hiero.4090 0.981904742407 0.051 
RATATOUILLE ru-en newstest2015 LIMSI-NCode-SOUL.3998 0.98188633666 0.01 
RATATOUILLE ru-en newstest2015 online-A.0 0.983862965132 0.104 
RATATOUILLE ru-en newstest2015 MITLL-AFRL-pbfac.4077 0.982193487444 0.113 
RATATOUILLE ru-en newstest2015 online-G.0 0.986904571755 0.494 
RATATOUILLE ru-en newstest2015 USAAR-gacha.4052 0.977351023281 -0.218 
RATATOUILLE ru-en newstest2015 USAAR-gacha.3986 0.976611762942 -0.278 
RATATOUILLE ru-en newstest2015 PROMT-Rule-based.3993 0.983058122208 0.129 
RATATOUILLE ru-en newstest2015 online-B.0 0.985728355842 0.311 
RATATOUILLE ru-en newstest2015 uedin-syntax.4005 0.982436172997 -0.021 
RATATOUILLE ru-en newstest2015 online-F.0 0.973898318823 -0.781 
Dreem ru-en newstest2015 LIMSI-NCode-SOUL.3998 0.35380907 0.01 
Dreem ru-en newstest2015 MITLL-AFRL-hiero.4090 0.36335363 0.051 
Dreem ru-en newstest2015 MITLL-AFRL-pbfac.4077 0.36361897 0.113 
Dreem ru-en newstest2015 MITLL-AFRL-phrase-based.4089 0.36901868 0.116 
Dreem ru-en newstest2015 online-A.0 0.356371 0.104 
Dreem ru-en newstest2015 online-B.0 0.40245675 0.311 
Dreem ru-en newstest2015 online-F.0 0.18936484 -0.781 
Dreem ru-en newstest2015 online-G.0 0.42309527 0.494 
Dreem ru-en newstest2015 PROMT-Rule-based.3993 0.30908138 0.129 
Dreem ru-en newstest2015 uedin-jhu-phrase.4065 0.36061646 -0.031 
Dreem ru-en newstest2015 uedin-syntax.4005 0.34873963 -0.021 
Dreem ru-en newstest2015 USAAR-gacha.3986 0.31747097 -0.278 
Dreem ru-en newstest2015 USAAR-gacha.4052 0.32112501 -0.218 
UoW-LSTM ru-en newstest2015 MITLL-AFRL-hiero.4090 0.530702458901 0.051 
UoW-LSTM ru-en newstest2015 USAAR-gacha.4052 0.516555314311 -0.218 
UoW-LSTM ru-en newstest2015 USAAR-gacha.3986 0.514117437834 -0.278 
UoW-LSTM ru-en newstest2015 uedin-jhu-phrase.4065 0.544131232449 -0.031 
UoW-LSTM ru-en newstest2015 online-A.0 0.546865693114 0.104 
UoW-LSTM ru-en newstest2015 LIMSI-NCode-SOUL.3998 0.534969111733 0.01 
UoW-LSTM ru-en newstest2015 uedin-syntax.4005 0.537341905961 -0.021 
UoW-LSTM ru-en newstest2015 MITLL-AFRL-pbfac.4077 0.538014617449 0.113 
UoW-LSTM ru-en newstest2015 online-G.0 0.566622252739 0.494 
UoW-LSTM ru-en newstest2015 MITLL-AFRL-phrase-based.4089 0.537277859312 0.116 
UoW-LSTM ru-en newstest2015 PROMT-Rule-based.3993 0.550216029304 0.129 
UoW-LSTM ru-en newstest2015 online-F.0 0.484110401869 -0.781 
UoW-LSTM ru-en newstest2015 online-B.0 0.565461181018 0.311 
upf-cobalt ru-en newstest2015 online-F.0 0.12278211497516 -0.781 
upf-cobalt ru-en newstest2015 MITLL-AFRL-pbfac.4077 0.266146202980837 0.113 
upf-cobalt ru-en newstest2015 LIMSI-NCode-SOUL.3998 0.269339957416608 0.01 
upf-cobalt ru-en newstest2015 USAAR-gacha.4052 0.198367636621718 -0.218 
upf-cobalt ru-en newstest2015 PROMT-Rule-based.3993 0.319020581973031 0.129 
upf-cobalt ru-en newstest2015 USAAR-gacha.3986 0.194819020581973 -0.278 
upf-cobalt ru-en newstest2015 online-G.0 0.436834634492548 0.494 
upf-cobalt ru-en newstest2015 MITLL-AFRL-phrase-based.4089 0.284599006387509 0.116 
upf-cobalt ru-en newstest2015 online-B.0 0.396735273243435 0.311 
upf-cobalt ru-en newstest2015 uedin-jhu-phrase.4065 0.321149751596877 -0.031 
upf-cobalt ru-en newstest2015 online-A.0 0.296309439318666 0.104 
upf-cobalt ru-en newstest2015 uedin-syntax.4005 0.278566359119943 -0.021 
upf-cobalt ru-en newstest2015 MITLL-AFRL-hiero.4090 0.262597586941093 0.051 
VERTa-70Adeq30Flu ru-en newstest2015 MITLL-AFRL-pbfac.4077 0.543508099158011 0.113 
VERTa-70Adeq30Flu ru-en newstest2015 online-B.0 0.55993921055552 0.311 
VERTa-70Adeq30Flu ru-en newstest2015 MITLL-AFRL-phrase-based.4089 0.545287078385703 0.116 
VERTa-70Adeq30Flu ru-en newstest2015 online-A.0 0.546697640751016 0.104 
VERTa-70Adeq30Flu ru-en newstest2015 USAAR-gacha.3986 0.523308477869541 -0.278 
VERTa-70Adeq30Flu ru-en newstest2015 uedin-jhu-phrase.4065 0.54600295964901 -0.031 
VERTa-70Adeq30Flu ru-en newstest2015 uedin-syntax.4005 0.541287412639526 -0.021 
VERTa-70Adeq30Flu ru-en newstest2015 LIMSI-NCode-SOUL.3998 0.542256827030775 0.01 
VERTa-70Adeq30Flu ru-en newstest2015 online-F.0 0.479827228334087 -0.781 
VERTa-70Adeq30Flu ru-en newstest2015 online-G.0 0.568305139047681 0.494 
VERTa-70Adeq30Flu ru-en newstest2015 USAAR-gacha.4052 0.526091777172722 -0.218 
VERTa-70Adeq30Flu ru-en newstest2015 MITLL-AFRL-hiero.4090 0.539218991951092 0.051 
VERTa-70Adeq30Flu ru-en newstest2015 PROMT-Rule-based.3993 0.537512104168012 0.129 
VERTa-EQ ru-en newstest2015 online-F.0 0.500116154968061 -0.781 
VERTa-EQ ru-en newstest2015 online-G.0 0.58209905010646 0.494 
VERTa-EQ ru-en newstest2015 MITLL-AFRL-pbfac.4077 0.562476735166785 0.113 
VERTa-EQ ru-en newstest2015 MITLL-AFRL-hiero.4090 0.55853161894961 0.051 
VERTa-EQ ru-en newstest2015 LIMSI-NCode-SOUL.3998 0.563302609226402 0.01 
VERTa-EQ ru-en newstest2015 USAAR-gacha.4052 0.546370793186658 -0.218 
VERTa-EQ ru-en newstest2015 PROMT-Rule-based.3993 0.555796764833216 0.129 
VERTa-EQ ru-en newstest2015 online-B.0 0.5796527102555 0.311 
VERTa-EQ ru-en newstest2015 MITLL-AFRL-phrase-based.4089 0.563875305819731 0.116 
VERTa-EQ ru-en newstest2015 uedin-jhu-phrase.4065 0.567273023456351 -0.031 
VERTa-EQ ru-en newstest2015 uedin-syntax.4005 0.563459267530165 -0.021 
VERTa-EQ ru-en newstest2015 online-A.0 0.564063765081619 0.104 
VERTa-EQ ru-en newstest2015 USAAR-gacha.3986 0.543546647232078 -0.278 
VERTa-W ru-en newstest2015 online-F.0 0.5345780669198 -0.781 
VERTa-W ru-en newstest2015 PROMT-Rule-based.3993 0.594483919968063 0.129 
VERTa-W ru-en newstest2015 online-A.0 0.608882481880767 0.104 
VERTa-W ru-en newstest2015 USAAR-gacha.4052 0.585265372586941 -0.218 
VERTa-W ru-en newstest2015 uedin-syntax.4005 0.601811939865154 -0.021 
VERTa-W ru-en newstest2015 uedin-jhu-phrase.4065 0.608161577945351 -0.031 
VERTa-W ru-en newstest2015 online-B.0 0.622629811192333 0.311 
VERTa-W ru-en newstest2015 MITLL-AFRL-hiero.4090 0.600120242856637 0.051 
VERTa-W ru-en newstest2015 USAAR-gacha.3986 0.581971298449255 -0.278 
VERTa-W ru-en newstest2015 LIMSI-NCode-SOUL.3998 0.60323202199432 0.01 
VERTa-W ru-en newstest2015 MITLL-AFRL-phrase-based.4089 0.607135847892122 0.116 
VERTa-W ru-en newstest2015 online-G.0 0.631043768062456 0.494 
VERTa-W ru-en newstest2015 MITLL-AFRL-pbfac.4077 0.605267850457773 0.113 
CDER ru-en newstest2015 LIMSI-NCode-SOUL.3998 0.4938 0.01 
CDER ru-en newstest2015 MITLL-AFRL-hiero.4090 0.4914 0.051 
CDER ru-en newstest2015 MITLL-AFRL-pbfac.4077 0.4951 0.113 
CDER ru-en newstest2015 MITLL-AFRL-phrase-based.4089 0.4964 0.116 
CDER ru-en newstest2015 online-A.0 0.4941 0.104 
CDER ru-en newstest2015 online-B.0 0.5124 0.311 
CDER ru-en newstest2015 online-F.0 0.4075 -0.781 
CDER ru-en newstest2015 online-G.0 0.522 0.494 
CDER ru-en newstest2015 PROMT-Rule-based.3993 0.4671 0.129 
CDER ru-en newstest2015 uedin-jhu-phrase.4065 0.501 -0.031 
CDER ru-en newstest2015 uedin-syntax.4005 0.4866 -0.021 
CDER ru-en newstest2015 USAAR-gacha.3986 0.4674 -0.278 
CDER ru-en newstest2015 USAAR-gacha.4052 0.4721 -0.218 
NIST ru-en newstest2015 LIMSI-NCode-SOUL.3998 7.7879 0.01 
NIST ru-en newstest2015 MITLL-AFRL-hiero.4090 7.7293 0.051 
NIST ru-en newstest2015 MITLL-AFRL-pbfac.4077 7.8493 0.113 
NIST ru-en newstest2015 MITLL-AFRL-phrase-based.4089 7.8506 0.116 
NIST ru-en newstest2015 online-A.0 7.9129 0.104 
NIST ru-en newstest2015 online-B.0 8.145 0.311 
NIST ru-en newstest2015 online-F.0 6.01 -0.781 
NIST ru-en newstest2015 online-G.0 8.2904 0.494 
NIST ru-en newstest2015 PROMT-Rule-based.3993 7.332 0.129 
NIST ru-en newstest2015 uedin-jhu-phrase.4065 7.8893 -0.031 
NIST ru-en newstest2015 uedin-syntax.4005 7.7497 -0.021 
NIST ru-en newstest2015 USAAR-gacha.3986 7.4189 -0.278 
NIST ru-en newstest2015 USAAR-gacha.4052 7.4707 -0.218 
BLEU ru-en newstest2015 LIMSI-NCode-SOUL.3998 0.2742 0.01 
BLEU ru-en newstest2015 MITLL-AFRL-hiero.4090 0.2763 0.051 
BLEU ru-en newstest2015 MITLL-AFRL-pbfac.4077 0.2747 0.113 
BLEU ru-en newstest2015 MITLL-AFRL-phrase-based.4089 0.2793 0.116 
BLEU ru-en newstest2015 online-A.0 0.2785 0.104 
BLEU ru-en newstest2015 online-B.0 0.2943 0.311 
BLEU ru-en newstest2015 online-F.0 0.169 -0.781 
BLEU ru-en newstest2015 online-G.0 0.3049 0.494 
BLEU ru-en newstest2015 PROMT-Rule-based.3993 0.2292 0.129 
BLEU ru-en newstest2015 uedin-jhu-phrase.4065 0.2848 -0.031 
BLEU ru-en newstest2015 uedin-syntax.4005 0.269 -0.021 
BLEU ru-en newstest2015 USAAR-gacha.3986 0.254 -0.278 
BLEU ru-en newstest2015 USAAR-gacha.4052 0.257 -0.218 
PER ru-en newstest2015 LIMSI-NCode-SOUL.3998 0.6079 0.01 
PER ru-en newstest2015 MITLL-AFRL-hiero.4090 0.6173 0.051 
PER ru-en newstest2015 MITLL-AFRL-pbfac.4077 0.6088 0.113 
PER ru-en newstest2015 MITLL-AFRL-phrase-based.4089 0.6132 0.116 
PER ru-en newstest2015 online-A.0 0.6111 0.104 
PER ru-en newstest2015 online-B.0 0.6293 0.311 
PER ru-en newstest2015 online-F.0 0.5037 -0.781 
PER ru-en newstest2015 online-G.0 0.6363 0.494 
PER ru-en newstest2015 PROMT-Rule-based.3993 0.603 0.129 
PER ru-en newstest2015 uedin-jhu-phrase.4065 0.6178 -0.031 
PER ru-en newstest2015 uedin-syntax.4005 0.6064 -0.021 
PER ru-en newstest2015 USAAR-gacha.3986 0.5889 -0.278 
PER ru-en newstest2015 USAAR-gacha.4052 0.592 -0.218 
TER ru-en newstest2015 LIMSI-NCode-SOUL.3998 0.462 0.01 
TER ru-en newstest2015 MITLL-AFRL-hiero.4090 0.453 0.051 
TER ru-en newstest2015 MITLL-AFRL-pbfac.4077 0.4705 0.113 
TER ru-en newstest2015 MITLL-AFRL-phrase-based.4089 0.4656 0.116 
TER ru-en newstest2015 online-A.0 0.469 0.104 
TER ru-en newstest2015 online-B.0 0.4858 0.311 
TER ru-en newstest2015 online-F.0 0.3337 -0.781 
TER ru-en newstest2015 online-G.0 0.4953 0.494 
TER ru-en newstest2015 PROMT-Rule-based.3993 0.4341 0.129 
TER ru-en newstest2015 uedin-jhu-phrase.4065 0.4708 -0.031 
TER ru-en newstest2015 uedin-syntax.4005 0.4572 -0.021 
TER ru-en newstest2015 USAAR-gacha.3986 0.4379 -0.278 
TER ru-en newstest2015 USAAR-gacha.4052 0.4425 -0.218 
WER ru-en newstest2015 LIMSI-NCode-SOUL.3998 0.4393 0.01 
WER ru-en newstest2015 MITLL-AFRL-hiero.4090 0.4275 0.051 
WER ru-en newstest2015 MITLL-AFRL-pbfac.4077 0.4462 0.113 
WER ru-en newstest2015 MITLL-AFRL-phrase-based.4089 0.4417 0.116 
WER ru-en newstest2015 online-A.0 0.445 0.104 
WER ru-en newstest2015 online-B.0 0.4603 0.311 
WER ru-en newstest2015 online-F.0 0.3076 -0.781 
WER ru-en newstest2015 online-G.0 0.47 0.494 
WER ru-en newstest2015 PROMT-Rule-based.3993 0.4054 0.129 
WER ru-en newstest2015 uedin-jhu-phrase.4065 0.4468 -0.031 
WER ru-en newstest2015 uedin-syntax.4005 0.4324 -0.021 
WER ru-en newstest2015 USAAR-gacha.3986 0.4137 -0.278 
WER ru-en newstest2015 USAAR-gacha.4052 0.4189 -0.218 
