METRIC  LP  DATA  SYSTEM  SCORE HUMAN
Dreem en-fi newstest2015 GF-Wide-coverage-system.4129 0.03981097 -0.929 
Dreem en-fi newstest2015 online-A.0 0.16981611 0.548 
Dreem en-fi newstest2015 online-B.0 0.22017565 1.069 
Dreem en-fi newstest2015 uedin-syntax.3940 0.06224363 -0.184 
Dreem en-fi newstest2015 UU-unconstrained.3946 0.29199651 0.21 
CDER en-fi newstest2015 AaltoMorphsRescored.3904 0.3142 -0.143 
CDER en-fi newstest2015 abumatran-combo.4018 0.3221 -0.059 
CDER en-fi newstest2015 abumatran-uncons.4116 0.3444 -0.212 
CDER en-fi newstest2015 abumatran-uncons-combo.4121 0.3428 0.042 
CDER en-fi newstest2015 CMU.4075 0.3216 -0.342 
CDER en-fi newstest2015 GF-Wide-coverage-system.4129 0.1977 -0.929 
CDER en-fi newstest2015 online-A.0 0.3159 0.548 
CDER en-fi newstest2015 online-B.0 0.3421 1.069 
CDER en-fi newstest2015 uedin-syntax.3940 0.3278 -0.184 
CDER en-fi newstest2015 UU-unconstrained.3946 0.341 0.21 
NIST en-fi newstest2015 AaltoMorphsRescored.3904 4.4985 -0.143 
NIST en-fi newstest2015 abumatran-combo.4018 4.689 -0.059 
NIST en-fi newstest2015 abumatran-uncons.4116 4.6969 -0.212 
NIST en-fi newstest2015 abumatran-uncons-combo.4121 5.0447 0.042 
NIST en-fi newstest2015 CMU.4075 4.633 -0.342 
NIST en-fi newstest2015 GF-Wide-coverage-system.4129 2.6126 -0.929 
NIST en-fi newstest2015 online-A.0 4.6334 0.548 
NIST en-fi newstest2015 online-B.0 4.9691 1.069 
NIST en-fi newstest2015 uedin-syntax.3940 4.6095 -0.184 
NIST en-fi newstest2015 UU-unconstrained.3946 4.8259 0.21 
BLEU en-fi newstest2015 AaltoMorphsRescored.3904 0.1194 -0.143 
BLEU en-fi newstest2015 abumatran-combo.4018 0.1288 -0.059 
BLEU en-fi newstest2015 abumatran-uncons.4116 0.1512 -0.212 
BLEU en-fi newstest2015 abumatran-uncons-combo.4121 0.1581 0.042 
BLEU en-fi newstest2015 CMU.4075 0.1309 -0.342 
BLEU en-fi newstest2015 GF-Wide-coverage-system.4129 0.0483 -0.929 
BLEU en-fi newstest2015 online-A.0 0.1239 0.548 
BLEU en-fi newstest2015 online-B.0 0.1436 1.069 
BLEU en-fi newstest2015 uedin-syntax.3940 0.1283 -0.184 
BLEU en-fi newstest2015 UU-unconstrained.3946 0.149 0.21 
PER en-fi newstest2015 AaltoMorphsRescored.3904 0.4118 -0.143 
PER en-fi newstest2015 abumatran-combo.4018 0.425 -0.059 
PER en-fi newstest2015 abumatran-uncons.4116 0.4266 -0.212 
PER en-fi newstest2015 abumatran-uncons-combo.4121 0.4455 0.042 
PER en-fi newstest2015 CMU.4075 0.4215 -0.342 
PER en-fi newstest2015 GF-Wide-coverage-system.4129 0.116 -0.929 
PER en-fi newstest2015 online-A.0 0.4227 0.548 
PER en-fi newstest2015 online-B.0 0.4197 1.069 
PER en-fi newstest2015 uedin-syntax.3940 0.4273 -0.184 
PER en-fi newstest2015 UU-unconstrained.3946 0.4409 0.21 
TER en-fi newstest2015 AaltoMorphsRescored.3904 0.2688 -0.143 
TER en-fi newstest2015 abumatran-combo.4018 0.2729 -0.059 
TER en-fi newstest2015 abumatran-uncons.4116 0.2803 -0.212 
TER en-fi newstest2015 abumatran-uncons-combo.4121 0.2941 0.042 
TER en-fi newstest2015 CMU.4075 0.2773 -0.342 
TER en-fi newstest2015 GF-Wide-coverage-system.4129 0.0215 -0.929 
TER en-fi newstest2015 online-A.0 0.2731 0.548 
TER en-fi newstest2015 online-B.0 0.278 1.069 
TER en-fi newstest2015 uedin-syntax.3940 0.2708 -0.184 
TER en-fi newstest2015 UU-unconstrained.3946 0.2834 0.21 
WER en-fi newstest2015 AaltoMorphsRescored.3904 0.2537 -0.143 
WER en-fi newstest2015 abumatran-combo.4018 0.2553 -0.059 
WER en-fi newstest2015 abumatran-uncons.4116 0.2621 -0.212 
WER en-fi newstest2015 abumatran-uncons-combo.4121 0.2747 0.042 
WER en-fi newstest2015 CMU.4075 0.2597 -0.342 
WER en-fi newstest2015 GF-Wide-coverage-system.4129 0.0131 -0.929 
WER en-fi newstest2015 online-A.0 0.2549 0.548 
WER en-fi newstest2015 online-B.0 0.2586 1.069 
WER en-fi newstest2015 uedin-syntax.3940 0.2531 -0.184 
WER en-fi newstest2015 UU-unconstrained.3946 0.2658 0.21 
