METRIC  LP  DATA  SYSTEM  SCORE HUMAN
LeBLEU-optimized fi-en newstest2015 uedin-syntax.4006 0.558676 0.144 
LeBLEU-optimized fi-en newstest2015 LIMSI.4021 0.492471 -0.438 
LeBLEU-optimized fi-en newstest2015 Illinois.3955 0.547647 0.081 
LeBLEU-optimized fi-en newstest2015 Neural-MT.4062 0.491208 -0.177 
LeBLEU-optimized fi-en newstest2015 abumatran-combo.4010 0.55944 0.16 
LeBLEU-optimized fi-en newstest2015 UoS-stemmed.4135 0.516693 -0.52 
METEOR-WSD fi-en newstest2015 LIMSI.4021 0.561626546873 -0.438 
METEOR-WSD fi-en newstest2015 uedin-syntax.4006 0.573524164205 0.144 
METEOR-WSD fi-en newstest2015 Illinois.3955 0.570294445248 0.081 
METEOR-WSD fi-en newstest2015 Neural-MT.4062 0.561729494248 -0.177 
METEOR-WSD fi-en newstest2015 online-B.0 0.580380485683 0.675 
METEOR-WSD fi-en newstest2015 online-A.0 0.57507951485 0.246 
METEOR-WSD fi-en newstest2015 UoS-stemmed.4135 0.563164636317 -0.52 
METEOR-WSD fi-en newstest2015 abumatran.3931 0.56553475128 -0.275 
METEOR-WSD fi-en newstest2015 abumatran-combo.4010 0.572365021121 0.16 
METEOR-WSD fi-en newstest2015 UoS.4059 0.563137605431 -0.513 
METEOR-WSD fi-en newstest2015 abumatran-hfstmorph.4007 0.570006474008 -0.081 
METEOR-WSD fi-en newstest2015 PROMT-SMT.3989 0.575924818586 0.28 
METEOR-WSD fi-en newstest2015 uedin-jhu-phrase.4106 0.574814920948 0.182 
METEOR-WSD fi-en newstest2015 UU-unconstrained.3977 0.575038420449 0.236 
RATATOUILLE fi-en newstest2015 LIMSI.4021 0.945368875613 -0.438 
RATATOUILLE fi-en newstest2015 uedin-syntax.4006 0.966899415954 0.144 
RATATOUILLE fi-en newstest2015 Illinois.3955 0.9635602186 0.081 
RATATOUILLE fi-en newstest2015 Neural-MT.4062 0.947127198585 -0.177 
RATATOUILLE fi-en newstest2015 uedin-jhu-phrase.4106 0.970038954734 0.182 
RATATOUILLE fi-en newstest2015 UU-unconstrained.3977 0.971601242719 0.236 
RATATOUILLE fi-en newstest2015 PROMT-SMT.3989 0.971238816466 0.28 
RATATOUILLE fi-en newstest2015 abumatran.3931 0.95480016517 -0.275 
RATATOUILLE fi-en newstest2015 abumatran-combo.4010 0.966078386724 0.16 
RATATOUILLE fi-en newstest2015 UoS.4059 0.953098074976 -0.513 
RATATOUILLE fi-en newstest2015 abumatran-hfstmorph.4007 0.963138652475 -0.081 
RATATOUILLE fi-en newstest2015 UoS-stemmed.4135 0.953288927456 -0.52 
RATATOUILLE fi-en newstest2015 online-B.0 0.975663529422 0.675 
RATATOUILLE fi-en newstest2015 online-A.0 0.969509072472 0.246 
Dreem fi-en newstest2015 abumatran.3931 0.19815555 -0.275 
Dreem fi-en newstest2015 abumatran-combo.4010 0.23869174 0.16 
Dreem fi-en newstest2015 abumatran-hfstmorph.4007 0.21879198 -0.081 
Dreem fi-en newstest2015 Illinois.3955 0.21949986 0.081 
Dreem fi-en newstest2015 LIMSI.4021 0.17843589 -0.438 
Dreem fi-en newstest2015 Neural-MT.4062 0.20724722 -0.177 
Dreem fi-en newstest2015 online-A.0 0.25432137 0.246 
Dreem fi-en newstest2015 online-B.0 0.30029557 0.675 
Dreem fi-en newstest2015 PROMT-SMT.3989 0.26915554 0.28 
Dreem fi-en newstest2015 uedin-jhu-phrase.4106 0.26381593 0.182 
Dreem fi-en newstest2015 uedin-syntax.4006 0.25643436 0.144 
Dreem fi-en newstest2015 UoS.4059 0.16657451 -0.513 
Dreem fi-en newstest2015 UoS-stemmed.4135 0.16562714 -0.52 
Dreem fi-en newstest2015 UU-unconstrained.3977 0.2708938 0.236 
UoW-LSTM fi-en newstest2015 online-B.0 0.517293680754 0.675 
UoW-LSTM fi-en newstest2015 Neural-MT.4062 0.414252673752 -0.177 
UoW-LSTM fi-en newstest2015 LIMSI.4021 0.395850769535 -0.438 
UoW-LSTM fi-en newstest2015 UU-unconstrained.3977 0.484814683688 0.236 
UoW-LSTM fi-en newstest2015 PROMT-SMT.3989 0.491804470365 0.28 
UoW-LSTM fi-en newstest2015 online-A.0 0.48387078644 0.246 
UoW-LSTM fi-en newstest2015 UoS.4059 0.399256419827 -0.513 
UoW-LSTM fi-en newstest2015 abumatran-hfstmorph.4007 0.434176480058 -0.081 
UoW-LSTM fi-en newstest2015 abumatran.3931 0.41941089569 -0.275 
UoW-LSTM fi-en newstest2015 abumatran-combo.4010 0.463777971555 0.16 
UoW-LSTM fi-en newstest2015 uedin-jhu-phrase.4106 0.480282048093 0.182 
UoW-LSTM fi-en newstest2015 UoS-stemmed.4135 0.403302174776 -0.52 
UoW-LSTM fi-en newstest2015 uedin-syntax.4006 0.475328035969 0.144 
UoW-LSTM fi-en newstest2015 Illinois.3955 0.467216131303 0.081 
upf-cobalt fi-en newstest2015 uedin-syntax.4006 0.299270072992701 0.144 
upf-cobalt fi-en newstest2015 uedin-jhu-phrase.4106 0.30948905109489 0.182 
upf-cobalt fi-en newstest2015 LIMSI.4021 0.108759124087591 -0.438 
upf-cobalt fi-en newstest2015 UoS-stemmed.4135 0.1 -0.52 
upf-cobalt fi-en newstest2015 UU-unconstrained.3977 0.293430656934307 0.236 
upf-cobalt fi-en newstest2015 abumatran-hfstmorph.4007 0.204379562043796 -0.081 
upf-cobalt fi-en newstest2015 UoS.4059 0.102189781021898 -0.513 
upf-cobalt fi-en newstest2015 Illinois.3955 0.18978102189781 0.081 
upf-cobalt fi-en newstest2015 abumatran.3931 0.140875912408759 -0.275 
upf-cobalt fi-en newstest2015 online-B.0 0.438686131386861 0.675 
upf-cobalt fi-en newstest2015 online-A.0 0.262773722627737 0.246 
upf-cobalt fi-en newstest2015 Neural-MT.4062 0.161313868613139 -0.177 
upf-cobalt fi-en newstest2015 PROMT-SMT.3989 0.293430656934307 0.28 
upf-cobalt fi-en newstest2015 abumatran-combo.4010 0.237226277372263 0.16 
VERTa-70Adeq30Flu fi-en newstest2015 UoS-stemmed.4135 0.443122884512276 -0.52 
VERTa-70Adeq30Flu fi-en newstest2015 uedin-syntax.4006 0.484078852780358 0.144 
VERTa-70Adeq30Flu fi-en newstest2015 abumatran-combo.4010 0.482162902534837 0.16 
VERTa-70Adeq30Flu fi-en newstest2015 Illinois.3955 0.470723104625083 0.081 
VERTa-70Adeq30Flu fi-en newstest2015 online-B.0 0.512218655056403 0.675 
VERTa-70Adeq30Flu fi-en newstest2015 uedin-jhu-phrase.4106 0.494793331088255 0.182 
VERTa-70Adeq30Flu fi-en newstest2015 UU-unconstrained.3977 0.493823100179165 0.236 
VERTa-70Adeq30Flu fi-en newstest2015 PROMT-SMT.3989 0.488428582913072 0.28 
VERTa-70Adeq30Flu fi-en newstest2015 Neural-MT.4062 0.445420704193762 -0.177 
VERTa-70Adeq30Flu fi-en newstest2015 UoS.4059 0.442511722694094 -0.513 
VERTa-70Adeq30Flu fi-en newstest2015 abumatran-hfstmorph.4007 0.464831069761115 -0.081 
VERTa-70Adeq30Flu fi-en newstest2015 online-A.0 0.484221377763769 0.246 
VERTa-70Adeq30Flu fi-en newstest2015 LIMSI.4021 0.429901570411414 -0.438 
VERTa-70Adeq30Flu fi-en newstest2015 abumatran.3931 0.461832135228931 -0.275 
VERTa-EQ fi-en newstest2015 uedin-jhu-phrase.4106 0.519412647810219 0.182 
VERTa-EQ fi-en newstest2015 UoS.4059 0.466562041532847 -0.513 
VERTa-EQ fi-en newstest2015 uedin-syntax.4006 0.509183615547445 0.144 
VERTa-EQ fi-en newstest2015 UU-unconstrained.3977 0.517287783868614 0.236 
VERTa-EQ fi-en newstest2015 PROMT-SMT.3989 0.513846574963504 0.28 
VERTa-EQ fi-en newstest2015 abumatran-hfstmorph.4007 0.490032290000001 -0.081 
VERTa-EQ fi-en newstest2015 Illinois.3955 0.494958714014599 0.081 
VERTa-EQ fi-en newstest2015 abumatran-combo.4010 0.506779173576643 0.16 
VERTa-EQ fi-en newstest2015 UoS-stemmed.4135 0.469089243284672 -0.52 
VERTa-EQ fi-en newstest2015 Neural-MT.4062 0.465025264963503 -0.177 
VERTa-EQ fi-en newstest2015 abumatran.3931 0.484385057445255 -0.275 
VERTa-EQ fi-en newstest2015 LIMSI.4021 0.439969489343066 -0.438 
VERTa-EQ fi-en newstest2015 online-B.0 0.536718256496351 0.675 
VERTa-EQ fi-en newstest2015 online-A.0 0.508146747153285 0.246 
VERTa-W fi-en newstest2015 abumatran-hfstmorph.4007 0.513043398416059 -0.081 
VERTa-W fi-en newstest2015 Neural-MT.4062 0.493143048627737 -0.177 
VERTa-W fi-en newstest2015 uedin-jhu-phrase.4106 0.546154138138686 0.182 
VERTa-W fi-en newstest2015 uedin-syntax.4006 0.534094425131387 0.144 
VERTa-W fi-en newstest2015 UoS-stemmed.4135 0.488534451613139 -0.52 
VERTa-W fi-en newstest2015 Illinois.3955 0.517730953861314 0.081 
VERTa-W fi-en newstest2015 UoS.4059 0.488447740664233 -0.513 
VERTa-W fi-en newstest2015 online-B.0 0.564594159226277 0.675 
VERTa-W fi-en newstest2015 UU-unconstrained.3977 0.545105007737227 0.236 
VERTa-W fi-en newstest2015 LIMSI.4021 0.477240257452555 -0.438 
VERTa-W fi-en newstest2015 abumatran.3931 0.507746600503649 -0.275 
VERTa-W fi-en newstest2015 PROMT-SMT.3989 0.537792739875912 0.28 
VERTa-W fi-en newstest2015 online-A.0 0.535225327875911 0.246 
VERTa-W fi-en newstest2015 abumatran-combo.4010 0.531857302751825 0.16 
CDER fi-en newstest2015 abumatran.3931 0.3563 -0.275 
CDER fi-en newstest2015 abumatran-combo.4010 0.3833 0.16 
CDER fi-en newstest2015 abumatran-hfstmorph.4007 0.3592 -0.081 
CDER fi-en newstest2015 Illinois.3955 0.3636 0.081 
CDER fi-en newstest2015 LIMSI.4021 0.3267 -0.438 
CDER fi-en newstest2015 Neural-MT.4062 0.3507 -0.177 
CDER fi-en newstest2015 online-A.0 0.3882 0.246 
CDER fi-en newstest2015 online-B.0 0.4208 0.675 
CDER fi-en newstest2015 PROMT-SMT.3989 0.3927 0.28 
CDER fi-en newstest2015 uedin-jhu-phrase.4106 0.402 0.182 
CDER fi-en newstest2015 uedin-syntax.4006 0.3894 0.144 
CDER fi-en newstest2015 UoS.4059 0.3307 -0.513 
CDER fi-en newstest2015 UoS-stemmed.4135 0.3307 -0.52 
CDER fi-en newstest2015 UU-unconstrained.3977 0.3955 0.236 
NIST fi-en newstest2015 abumatran.3931 5.6399 -0.275 
NIST fi-en newstest2015 abumatran-combo.4010 6.0845 0.16 
NIST fi-en newstest2015 abumatran-hfstmorph.4007 5.7001 -0.081 
NIST fi-en newstest2015 Illinois.3955 5.7384 0.081 
NIST fi-en newstest2015 LIMSI.4021 4.9104 -0.438 
NIST fi-en newstest2015 Neural-MT.4062 5.0372 -0.177 
NIST fi-en newstest2015 online-A.0 5.9989 0.246 
NIST fi-en newstest2015 online-B.0 6.7204 0.675 
NIST fi-en newstest2015 PROMT-SMT.3989 6.2114 0.28 
NIST fi-en newstest2015 uedin-jhu-phrase.4106 6.3152 0.182 
NIST fi-en newstest2015 uedin-syntax.4006 6.1047 0.144 
NIST fi-en newstest2015 UoS.4059 5.3701 -0.513 
NIST fi-en newstest2015 UoS-stemmed.4135 5.3643 -0.52 
NIST fi-en newstest2015 UU-unconstrained.3977 6.2341 0.236 
BLEU fi-en newstest2015 abumatran.3931 0.1681 -0.275 
BLEU fi-en newstest2015 abumatran-combo.4010 0.1874 0.16 
BLEU fi-en newstest2015 abumatran-hfstmorph.4007 0.1691 -0.081 
BLEU fi-en newstest2015 Illinois.3955 0.1687 0.081 
BLEU fi-en newstest2015 LIMSI.4021 0.1352 -0.438 
BLEU fi-en newstest2015 Neural-MT.4062 0.1444 -0.177 
BLEU fi-en newstest2015 online-A.0 0.1909 0.246 
BLEU fi-en newstest2015 online-B.0 0.2219 0.675 
BLEU fi-en newstest2015 PROMT-SMT.3989 0.1905 0.28 
BLEU fi-en newstest2015 uedin-jhu-phrase.4106 0.2138 0.182 
BLEU fi-en newstest2015 uedin-syntax.4006 0.1928 0.144 
BLEU fi-en newstest2015 UoS.4059 0.1382 -0.513 
BLEU fi-en newstest2015 UoS-stemmed.4135 0.1379 -0.52 
BLEU fi-en newstest2015 UU-unconstrained.3977 0.1971 0.236 
PER fi-en newstest2015 abumatran.3931 0.502 -0.275 
PER fi-en newstest2015 abumatran-combo.4010 0.5337 0.16 
PER fi-en newstest2015 abumatran-hfstmorph.4007 0.4771 -0.081 
PER fi-en newstest2015 Illinois.3955 0.5218 0.081 
PER fi-en newstest2015 LIMSI.4021 0.4595 -0.438 
PER fi-en newstest2015 Neural-MT.4062 0.4787 -0.177 
PER fi-en newstest2015 online-A.0 0.5172 0.246 
PER fi-en newstest2015 online-B.0 0.568 0.675 
PER fi-en newstest2015 PROMT-SMT.3989 0.5565 0.28 
PER fi-en newstest2015 uedin-jhu-phrase.4106 0.5552 0.182 
PER fi-en newstest2015 uedin-syntax.4006 0.5433 0.144 
PER fi-en newstest2015 UoS.4059 0.4829 -0.513 
PER fi-en newstest2015 UoS-stemmed.4135 0.4839 -0.52 
PER fi-en newstest2015 UU-unconstrained.3977 0.5574 0.236 
TER fi-en newstest2015 abumatran.3931 0.3007 -0.275 
TER fi-en newstest2015 abumatran-combo.4010 0.3382 0.16 
TER fi-en newstest2015 abumatran-hfstmorph.4007 0.2732 -0.081 
TER fi-en newstest2015 Illinois.3955 0.3047 0.081 
TER fi-en newstest2015 LIMSI.4021 0.2456 -0.438 
TER fi-en newstest2015 Neural-MT.4062 0.2773 -0.177 
TER fi-en newstest2015 online-A.0 0.3043 0.246 
TER fi-en newstest2015 online-B.0 0.3778 0.675 
TER fi-en newstest2015 PROMT-SMT.3989 0.3318 0.28 
TER fi-en newstest2015 uedin-jhu-phrase.4106 0.3465 0.182 
TER fi-en newstest2015 uedin-syntax.4006 0.3294 0.144 
TER fi-en newstest2015 UoS.4059 0.2786 -0.513 
TER fi-en newstest2015 UoS-stemmed.4135 0.2778 -0.52 
TER fi-en newstest2015 UU-unconstrained.3977 0.3387 0.236 
WER fi-en newstest2015 abumatran.3931 0.2701 -0.275 
WER fi-en newstest2015 abumatran-combo.4010 0.3031 0.16 
WER fi-en newstest2015 abumatran-hfstmorph.4007 0.2404 -0.081 
WER fi-en newstest2015 Illinois.3955 0.2709 0.081 
WER fi-en newstest2015 LIMSI.4021 0.2183 -0.438 
WER fi-en newstest2015 Neural-MT.4062 0.2518 -0.177 
WER fi-en newstest2015 online-A.0 0.263 0.246 
WER fi-en newstest2015 online-B.0 0.3421 0.675 
WER fi-en newstest2015 PROMT-SMT.3989 0.2923 0.28 
WER fi-en newstest2015 uedin-jhu-phrase.4106 0.3107 0.182 
WER fi-en newstest2015 uedin-syntax.4006 0.2939 0.144 
WER fi-en newstest2015 UoS.4059 0.2461 -0.513 
WER fi-en newstest2015 UoS-stemmed.4135 0.2452 -0.52 
WER fi-en newstest2015 UU-unconstrained.3977 0.3015 0.236 
