METRIC  LP  DATA  SYSTEM  SCORE HUMAN
chrF3 cs-en newstest2015 tuning-task-bleu-MIRA-sparse 43.8407 -0.32 
chrF3 cs-en newstest2015 tuning-task-DCU 45.7893 -0.263 
chrF3 cs-en newstest2015 tuning-task-HKUST-MEANT 44.6669 -0.32 
chrF3 cs-en newstest2015 tuning-task-ILLC-UvA 44.7924 -0.189 
chrF3 cs-en newstest2015 tuning-task-METEOR-CMU 44.0958 -0.297 
chrF3 cs-en newstest2015 tuning-task-USAAR-Tuna-Saarland 45.1804 -0.22 
chrF3 cs-en newstest2015 uedin-jhu-phrase.4071 53.3169 0.574 
chrF3 cs-en newstest2015 uedin-syntax.4004 52.0657 0.532 
chrF cs-en newstest2015 CU-TectoMT.4138 45.4874 -0.125 
chrF cs-en newstest2015 Illinois.4083 44.4852 -0.358 
chrF cs-en newstest2015 Neural-MT.4088 50.2213 0.518 
chrF cs-en newstest2015 online-A.0 52.0101 0.436 
chrF cs-en newstest2015 online-B.0 53.9325 0.619 
chrF cs-en newstest2015 tuning-task-AFRL 45.2405 -0.21 
chrF cs-en newstest2015 tuning-task-bleu-MERT 45.1255 -0.196 
chrF cs-en newstest2015 tuning-task-bleu-MIRA-dense 45.2685 -0.182 
chrF cs-en newstest2015 tuning-task-bleu-MIRA-sparse 44.7093 -0.32 
chrF cs-en newstest2015 tuning-task-DCU 44.8966 -0.263 
chrF cs-en newstest2015 tuning-task-HKUST-MEANT 44.2425 -0.32 
chrF cs-en newstest2015 tuning-task-ILLC-UvA 45.2274 -0.189 
chrF cs-en newstest2015 tuning-task-METEOR-CMU 44.8091 -0.297 
chrF cs-en newstest2015 tuning-task-USAAR-Tuna-Saarland 45.2917 -0.22 
chrF cs-en newstest2015 uedin-jhu-phrase.4071 53.9152 0.574 
chrF cs-en newstest2015 uedin-syntax.4004 52.8481 0.532 
DPMFcomb cs-en newstest2015 CU-TectoMT.4138 12.343015898 -0.125 
DPMFcomb cs-en newstest2015 Illinois.4083 12.0508545556 -0.358 
DPMFcomb cs-en newstest2015 Neural-MT.4088 12.8209243017 0.518 
DPMFcomb cs-en newstest2015 online-A.0 12.9016384582 0.436 
DPMFcomb cs-en newstest2015 online-B.0 13.0299294494 0.619 
DPMFcomb cs-en newstest2015 tuning-task-AFRL 12.2083157381 -0.21 
DPMFcomb cs-en newstest2015 tuning-task-bleu-MERT 12.2247748622 -0.196 
DPMFcomb cs-en newstest2015 tuning-task-bleu-MIRA-dense 12.2312773316 -0.182 
DPMFcomb cs-en newstest2015 tuning-task-bleu-MIRA-sparse 12.0857672585 -0.32 
DPMFcomb cs-en newstest2015 tuning-task-DCU 12.2537918479 -0.263 
DPMFcomb cs-en newstest2015 tuning-task-HKUST-MEANT 12.1634004341 -0.32 
DPMFcomb cs-en newstest2015 tuning-task-ILLC-UvA 12.207293804 -0.189 
DPMFcomb cs-en newstest2015 tuning-task-METEOR-CMU 12.1102544297 -0.297 
DPMFcomb cs-en newstest2015 tuning-task-USAAR-Tuna-Saarland 12.2343547438 -0.22 
DPMFcomb cs-en newstest2015 uedin-jhu-phrase.4071 13.0672818282 0.574 
DPMFcomb cs-en newstest2015 uedin-syntax.4004 12.9926898477 0.532 
DPMF cs-en newstest2015 uedin-syntax.4004 0.343481531939 0.532 
DPMF cs-en newstest2015 Neural-MT.4088 0.321254423283 0.518 
DPMF cs-en newstest2015 tuning-task-USAAR-Tuna-Saarland 0.280245406412 -0.22 
DPMF cs-en newstest2015 tuning-task-DCU 0.280125609908 -0.263 
DPMF cs-en newstest2015 online-A.0 0.33652880022 0.436 
DPMF cs-en newstest2015 tuning-task-METEOR-CMU 0.272625309114 -0.297 
DPMF cs-en newstest2015 tuning-task-bleu-MERT 0.279447966452 -0.196 
DPMF cs-en newstest2015 CU-TectoMT.4138 0.287330931559 -0.125 
DPMF cs-en newstest2015 tuning-task-bleu-MIRA-dense 0.280006855962 -0.182 
DPMF cs-en newstest2015 tuning-task-AFRL 0.279250109348 -0.21 
DPMF cs-en newstest2015 online-B.0 0.349650012534 0.619 
DPMF cs-en newstest2015 Illinois.4083 0.266580000351 -0.358 
DPMF cs-en newstest2015 tuning-task-ILLC-UvA 0.278516702664 -0.189 
DPMF cs-en newstest2015 tuning-task-bleu-MIRA-sparse 0.270435398239 -0.32 
DPMF cs-en newstest2015 uedin-jhu-phrase.4071 0.350249369835 0.574 
DPMF cs-en newstest2015 tuning-task-HKUST-MEANT 0.274659166521 -0.32 
LeBLEU-default cs-en newstest2015 tuning-task-DCU 0.549425 -0.263 
LeBLEU-default cs-en newstest2015 tuning-task-USAAR-Tuna-Saarland 0.557785 -0.22 
LeBLEU-default cs-en newstest2015 tuning-task-AFRL 0.552345 -0.21 
LeBLEU-default cs-en newstest2015 tuning-task-bleu-MIRA-dense 0.556656 -0.182 
LeBLEU-default cs-en newstest2015 uedin-syntax.4004 0.614018 0.532 
LeBLEU-default cs-en newstest2015 Neural-MT.4088 0.58239 0.518 
LeBLEU-default cs-en newstest2015 tuning-task-bleu-MERT 0.553763 -0.196 
LeBLEU-default cs-en newstest2015 tuning-task-HKUST-MEANT 0.546833 -0.32 
LeBLEU-default cs-en newstest2015 tuning-task-ILLC-UvA 0.54821 -0.189 
LeBLEU-default cs-en newstest2015 Illinois.4083 0.518272 -0.358 
LeBLEU-default cs-en newstest2015 tuning-task-METEOR-CMU 0.536291 -0.297 
LeBLEU-default cs-en newstest2015 uedin-jhu-phrase.4071 0.628212 0.574 
LeBLEU-default cs-en newstest2015 online-B.0 0.614232 0.619 
LeBLEU-default cs-en newstest2015 tuning-task-bleu-MIRA-sparse 0.531537 -0.32 
LeBLEU-default cs-en newstest2015 CU-TectoMT.4138 0.550436 -0.125 
LeBLEU-default cs-en newstest2015 online-A.0 0.613407 0.436 
LeBLEU-optimized cs-en newstest2015 tuning-task-DCU 0.306268 -0.263 
LeBLEU-optimized cs-en newstest2015 tuning-task-USAAR-Tuna-Saarland 0.320089 -0.22 
LeBLEU-optimized cs-en newstest2015 tuning-task-AFRL 0.318934 -0.21 
LeBLEU-optimized cs-en newstest2015 tuning-task-bleu-MIRA-dense 0.320471 -0.182 
LeBLEU-optimized cs-en newstest2015 uedin-syntax.4004 0.401676 0.532 
LeBLEU-optimized cs-en newstest2015 Neural-MT.4088 0.371725 0.518 
LeBLEU-optimized cs-en newstest2015 tuning-task-bleu-MERT 0.318015 -0.196 
LeBLEU-optimized cs-en newstest2015 tuning-task-HKUST-MEANT 0.302553 -0.32 
LeBLEU-optimized cs-en newstest2015 tuning-task-ILLC-UvA 0.317089 -0.189 
LeBLEU-optimized cs-en newstest2015 Illinois.4083 0.29475 -0.358 
LeBLEU-optimized cs-en newstest2015 tuning-task-METEOR-CMU 0.307259 -0.297 
LeBLEU-optimized cs-en newstest2015 uedin-jhu-phrase.4071 0.417868 0.574 
LeBLEU-optimized cs-en newstest2015 online-B.0 0.407602 0.619 
LeBLEU-optimized cs-en newstest2015 tuning-task-bleu-MIRA-sparse 0.305207 -0.32 
LeBLEU-optimized cs-en newstest2015 CU-TectoMT.4138 0.304335 -0.125 
LeBLEU-optimized cs-en newstest2015 online-A.0 0.392182 0.436 
METEOR-WSD cs-en newstest2015 tuning-task-DCU 0.570364060542 -0.263 
METEOR-WSD cs-en newstest2015 tuning-task-bleu-MERT 0.569679565237 -0.196 
METEOR-WSD cs-en newstest2015 tuning-task-USAAR-Tuna-Saarland 0.569796855104 -0.22 
METEOR-WSD cs-en newstest2015 uedin-jhu-phrase.4071 0.583021414986 0.574 
METEOR-WSD cs-en newstest2015 tuning-task-ILLC-UvA 0.569404849172 -0.189 
METEOR-WSD cs-en newstest2015 CU-TectoMT.4138 0.569515251623 -0.125 
METEOR-WSD cs-en newstest2015 tuning-task-bleu-MIRA-sparse 0.567234879815 -0.32 
METEOR-WSD cs-en newstest2015 tuning-task-AFRL 0.569436734998 -0.21 
METEOR-WSD cs-en newstest2015 Illinois.4083 0.566686312092 -0.358 
METEOR-WSD cs-en newstest2015 online-A.0 0.580564751644 0.436 
METEOR-WSD cs-en newstest2015 tuning-task-METEOR-CMU 0.567693002397 -0.297 
METEOR-WSD cs-en newstest2015 Neural-MT.4088 0.577998354296 0.518 
METEOR-WSD cs-en newstest2015 online-B.0 0.582680837111 0.619 
METEOR-WSD cs-en newstest2015 tuning-task-bleu-MIRA-dense 0.569899581213 -0.182 
METEOR-WSD cs-en newstest2015 tuning-task-HKUST-MEANT 0.568614891353 -0.32 
METEOR-WSD cs-en newstest2015 uedin-syntax.4004 0.582238045994 0.532 
RATATOUILLE cs-en newstest2015 tuning-task-DCU 0.964478706972 -0.263 
RATATOUILLE cs-en newstest2015 tuning-task-bleu-MERT 0.964364950433 -0.196 
RATATOUILLE cs-en newstest2015 tuning-task-USAAR-Tuna-Saarland 0.964556191286 -0.22 
RATATOUILLE cs-en newstest2015 uedin-jhu-phrase.4071 0.979207817639 0.574 
RATATOUILLE cs-en newstest2015 tuning-task-ILLC-UvA 0.963756692083 -0.189 
RATATOUILLE cs-en newstest2015 tuning-task-HKUST-MEANT 0.961879391232 -0.32 
RATATOUILLE cs-en newstest2015 tuning-task-bleu-MIRA-sparse 0.962375963022 -0.32 
RATATOUILLE cs-en newstest2015 tuning-task-AFRL 0.96422241808 -0.21 
RATATOUILLE cs-en newstest2015 Illinois.4083 0.959520193233 -0.358 
RATATOUILLE cs-en newstest2015 online-A.0 0.976543308893 0.436 
RATATOUILLE cs-en newstest2015 tuning-task-METEOR-CMU 0.96284218355 -0.297 
RATATOUILLE cs-en newstest2015 Neural-MT.4088 0.97029697835 0.518 
RATATOUILLE cs-en newstest2015 online-B.0 0.978934146572 0.619 
RATATOUILLE cs-en newstest2015 tuning-task-bleu-MIRA-dense 0.964672099934 -0.182 
RATATOUILLE cs-en newstest2015 CU-TectoMT.4138 0.964956413583 -0.125 
RATATOUILLE cs-en newstest2015 uedin-syntax.4004 0.977570880654 0.532 
Dreem cs-en newstest2015 CU-TectoMT.4138 0.19819201 -0.125 
Dreem cs-en newstest2015 Illinois.4083 0.18923912 -0.358 
Dreem cs-en newstest2015 Neural-MT.4088 0.32726644 0.518 
Dreem cs-en newstest2015 online-A.0 0.34008679 0.436 
Dreem cs-en newstest2015 online-B.0 0.35651328 0.619 
Dreem cs-en newstest2015 tuning-task-AFRL 0.21024223 -0.21 
Dreem cs-en newstest2015 tuning-task-bleu-MERT 0.21190356 -0.196 
Dreem cs-en newstest2015 tuning-task-bleu-MIRA-dense 0.21270122 -0.182 
Dreem cs-en newstest2015 tuning-task-bleu-MIRA-sparse 0.19077402 -0.32 
Dreem cs-en newstest2015 tuning-task-DCU 0.21496759 -0.263 
Dreem cs-en newstest2015 tuning-task-HKUST-MEANT 0.20383882 -0.32 
Dreem cs-en newstest2015 tuning-task-ILLC-UvA 0.20653541 -0.189 
Dreem cs-en newstest2015 tuning-task-METEOR-CMU 0.19419677 -0.297 
Dreem cs-en newstest2015 tuning-task-USAAR-Tuna-Saarland 0.21055246 -0.22 
Dreem cs-en newstest2015 uedin-jhu-phrase.4071 0.37404989 0.574 
Dreem cs-en newstest2015 uedin-syntax.4004 0.35381651 0.532 
UoW-LSTM cs-en newstest2015 Neural-MT.4088 0.508268335787 0.518 
UoW-LSTM cs-en newstest2015 online-B.0 0.542833814647 0.619 
UoW-LSTM cs-en newstest2015 Illinois.4083 0.429168227341 -0.358 
UoW-LSTM cs-en newstest2015 uedin-jhu-phrase.4071 0.538990118205 0.574 
UoW-LSTM cs-en newstest2015 CU-TectoMT.4138 0.466392931979 -0.125 
UoW-LSTM cs-en newstest2015 tuning-task-AFRL 0.430595596248 -0.21 
UoW-LSTM cs-en newstest2015 online-A.0 0.523172927407 0.436 
UoW-LSTM cs-en newstest2015 tuning-task-METEOR-CMU 0.42518554412 -0.297 
UoW-LSTM cs-en newstest2015 uedin-syntax.4004 0.530978829435 0.532 
UoW-LSTM cs-en newstest2015 tuning-task-bleu-MIRA-dense 0.431698094976 -0.182 
UoW-LSTM cs-en newstest2015 tuning-task-ILLC-UvA 0.43012985457 -0.189 
UoW-LSTM cs-en newstest2015 tuning-task-bleu-MIRA-sparse 0.422038414922 -0.32 
UoW-LSTM cs-en newstest2015 tuning-task-HKUST-MEANT 0.420052049405 -0.32 
UoW-LSTM cs-en newstest2015 tuning-task-DCU 0.4305307987 -0.263 
UoW-LSTM cs-en newstest2015 tuning-task-bleu-MERT 0.430923259574 -0.196 
UoW-LSTM cs-en newstest2015 tuning-task-USAAR-Tuna-Saarland 0.431885433891 -0.22 
upf-cobalt cs-en newstest2015 Neural-MT.4088 0.398719879518072 0.518 
upf-cobalt cs-en newstest2015 tuning-task-AFRL 0.122364457831325 -0.21 
upf-cobalt cs-en newstest2015 tuning-task-ILLC-UvA 0.12914156626506 -0.189 
upf-cobalt cs-en newstest2015 tuning-task-bleu-MIRA-dense 0.127259036144578 -0.182 
upf-cobalt cs-en newstest2015 uedin-syntax.4004 0.418298192771084 0.532 
upf-cobalt cs-en newstest2015 tuning-task-DCU 0.131024096385542 -0.263 
upf-cobalt cs-en newstest2015 Illinois.4083 0.0978915662650602 -0.358 
upf-cobalt cs-en newstest2015 tuning-task-bleu-MERT 0.131400602409639 -0.196 
upf-cobalt cs-en newstest2015 uedin-jhu-phrase.4071 0.478915662650602 0.574 
upf-cobalt cs-en newstest2015 online-B.0 0.459713855421687 0.619 
upf-cobalt cs-en newstest2015 tuning-task-HKUST-MEANT 0.120481927710843 -0.32 
upf-cobalt cs-en newstest2015 tuning-task-bleu-MIRA-sparse 0.0960090361445783 -0.32 
upf-cobalt cs-en newstest2015 online-A.0 0.372364457831325 0.436 
upf-cobalt cs-en newstest2015 tuning-task-METEOR-CMU 0.102409638554217 -0.297 
upf-cobalt cs-en newstest2015 tuning-task-USAAR-Tuna-Saarland 0.127635542168675 -0.22 
upf-cobalt cs-en newstest2015 CU-TectoMT.4138 0.162650602409639 -0.125 
VERTa-70Adeq30Flu cs-en newstest2015 tuning-task-bleu-MIRA-sparse 0.462006299407858 -0.32 
VERTa-70Adeq30Flu cs-en newstest2015 tuning-task-bleu-MIRA-dense 0.469802713140059 -0.182 
VERTa-70Adeq30Flu cs-en newstest2015 tuning-task-ILLC-UvA 0.469594555962486 -0.189 
VERTa-70Adeq30Flu cs-en newstest2015 uedin-syntax.4004 0.5388541133865 0.532 
VERTa-70Adeq30Flu cs-en newstest2015 tuning-task-USAAR-Tuna-Saarland 0.470807978364595 -0.22 
VERTa-70Adeq30Flu cs-en newstest2015 Neural-MT.4088 0.523709775903616 0.518 
VERTa-70Adeq30Flu cs-en newstest2015 online-B.0 0.540581339105285 0.619 
VERTa-70Adeq30Flu cs-en newstest2015 uedin-jhu-phrase.4071 0.544150506253423 0.574 
VERTa-70Adeq30Flu cs-en newstest2015 tuning-task-DCU 0.465411792367195 -0.263 
VERTa-70Adeq30Flu cs-en newstest2015 tuning-task-HKUST-MEANT 0.462667391323247 -0.32 
VERTa-70Adeq30Flu cs-en newstest2015 online-A.0 0.527244952382256 0.436 
VERTa-70Adeq30Flu cs-en newstest2015 Illinois.4083 0.463898650533954 -0.358 
VERTa-70Adeq30Flu cs-en newstest2015 CU-TectoMT.4138 0.474474277488363 -0.125 
VERTa-70Adeq30Flu cs-en newstest2015 tuning-task-AFRL 0.469482801512869 -0.21 
VERTa-70Adeq30Flu cs-en newstest2015 tuning-task-METEOR-CMU 0.463181563769851 -0.297 
VERTa-70Adeq30Flu cs-en newstest2015 tuning-task-bleu-MERT 0.469437010446331 -0.196 
VERTa-EQ cs-en newstest2015 tuning-task-AFRL 0.485124117356927 -0.21 
VERTa-EQ cs-en newstest2015 tuning-task-DCU 0.48054690120482 -0.263 
VERTa-EQ cs-en newstest2015 Illinois.4083 0.468264232756023 -0.358 
VERTa-EQ cs-en newstest2015 tuning-task-METEOR-CMU 0.479049784638555 -0.297 
VERTa-EQ cs-en newstest2015 tuning-task-bleu-MERT 0.484601479066263 -0.196 
VERTa-EQ cs-en newstest2015 tuning-task-USAAR-Tuna-Saarland 0.485242984789155 -0.22 
VERTa-EQ cs-en newstest2015 tuning-task-bleu-MIRA-dense 0.485226868373493 -0.182 
VERTa-EQ cs-en newstest2015 tuning-task-ILLC-UvA 0.484459471573794 -0.189 
VERTa-EQ cs-en newstest2015 uedin-jhu-phrase.4071 0.558191907793675 0.574 
VERTa-EQ cs-en newstest2015 CU-TectoMT.4138 0.482356459149095 -0.125 
VERTa-EQ cs-en newstest2015 tuning-task-HKUST-MEANT 0.477301603990964 -0.32 
VERTa-EQ cs-en newstest2015 tuning-task-bleu-MIRA-sparse 0.478118470218373 -0.32 
VERTa-EQ cs-en newstest2015 uedin-syntax.4004 0.552031958057229 0.532 
VERTa-EQ cs-en newstest2015 Neural-MT.4088 0.5352497655497 0.518 
VERTa-EQ cs-en newstest2015 online-B.0 0.554832717771084 0.619 
VERTa-EQ cs-en newstest2015 online-A.0 0.541273489834337 0.436 
VERTa-W cs-en newstest2015 tuning-task-bleu-MIRA-sparse 0.512093021396837 -0.32 
VERTa-W cs-en newstest2015 Illinois.4083 0.517384528403614 -0.358 
VERTa-W cs-en newstest2015 tuning-task-USAAR-Tuna-Saarland 0.522716399510542 -0.22 
VERTa-W cs-en newstest2015 tuning-task-HKUST-MEANT 0.514396700161899 -0.32 
VERTa-W cs-en newstest2015 tuning-task-ILLC-UvA 0.521451429359938 -0.189 
VERTa-W cs-en newstest2015 tuning-task-DCU 0.517366647364458 -0.263 
VERTa-W cs-en newstest2015 Neural-MT.4088 0.578617370154369 0.518 
VERTa-W cs-en newstest2015 CU-TectoMT.4138 0.519246709382529 -0.125 
VERTa-W cs-en newstest2015 tuning-task-bleu-MIRA-dense 0.522317047195028 -0.182 
VERTa-W cs-en newstest2015 tuning-task-bleu-MERT 0.521550887187499 -0.196 
VERTa-W cs-en newstest2015 tuning-task-AFRL 0.521846227161143 -0.21 
VERTa-W cs-en newstest2015 online-B.0 0.597764161423193 0.619 
VERTa-W cs-en newstest2015 tuning-task-METEOR-CMU 0.513504050576053 -0.297 
VERTa-W cs-en newstest2015 uedin-syntax.4004 0.595944085210843 0.532 
VERTa-W cs-en newstest2015 uedin-jhu-phrase.4071 0.603225586716867 0.574 
VERTa-W cs-en newstest2015 online-A.0 0.584020328143826 0.436 
CDER cs-en newstest2015 CU-TectoMT.4138 0.3597 -0.125 
CDER cs-en newstest2015 Illinois.4083 0.3824 -0.358 
CDER cs-en newstest2015 Neural-MT.4088 0.4567 0.518 
CDER cs-en newstest2015 online-A.0 0.4618 0.436 
CDER cs-en newstest2015 online-B.0 0.4768 0.619 
CDER cs-en newstest2015 tuning-task-AFRL 0.3937 -0.21 
CDER cs-en newstest2015 tuning-task-bleu-MERT 0.3931 -0.196 
CDER cs-en newstest2015 tuning-task-bleu-MIRA-dense 0.394 -0.182 
CDER cs-en newstest2015 tuning-task-bleu-MIRA-sparse 0.3854 -0.32 
CDER cs-en newstest2015 tuning-task-DCU 0.3876 -0.263 
CDER cs-en newstest2015 tuning-task-HKUST-MEANT 0.3801 -0.32 
CDER cs-en newstest2015 tuning-task-ILLC-UvA 0.3922 -0.189 
CDER cs-en newstest2015 tuning-task-METEOR-CMU 0.3859 -0.297 
CDER cs-en newstest2015 tuning-task-USAAR-Tuna-Saarland 0.3927 -0.22 
CDER cs-en newstest2015 uedin-jhu-phrase.4071 0.4875 0.574 
CDER cs-en newstest2015 uedin-syntax.4004 0.4709 0.532 
NIST cs-en newstest2015 CU-TectoMT.4138 5.9236 -0.125 
NIST cs-en newstest2015 Illinois.4083 5.8966 -0.358 
NIST cs-en newstest2015 Neural-MT.4088 6.9353 0.518 
NIST cs-en newstest2015 online-A.0 7.2588 0.436 
NIST cs-en newstest2015 online-B.0 7.589 0.619 
NIST cs-en newstest2015 tuning-task-AFRL 6.1637 -0.21 
NIST cs-en newstest2015 tuning-task-bleu-MERT 6.1482 -0.196 
NIST cs-en newstest2015 tuning-task-bleu-MIRA-dense 6.1683 -0.182 
NIST cs-en newstest2015 tuning-task-bleu-MIRA-sparse 5.9832 -0.32 
NIST cs-en newstest2015 tuning-task-DCU 5.8474 -0.263 
NIST cs-en newstest2015 tuning-task-HKUST-MEANT 5.8257 -0.32 
NIST cs-en newstest2015 tuning-task-ILLC-UvA 6.1635 -0.189 
NIST cs-en newstest2015 tuning-task-METEOR-CMU 6.0224 -0.297 
NIST cs-en newstest2015 tuning-task-USAAR-Tuna-Saarland 6.1523 -0.22 
NIST cs-en newstest2015 uedin-jhu-phrase.4071 7.5751 0.574 
NIST cs-en newstest2015 uedin-syntax.4004 7.3179 0.532 
BLEU cs-en newstest2015 CU-TectoMT.4138 0.1283 -0.125 
BLEU cs-en newstest2015 Illinois.4083 0.1561 -0.358 
BLEU cs-en newstest2015 Neural-MT.4088 0.2427 0.518 
BLEU cs-en newstest2015 online-A.0 0.2505 0.436 
BLEU cs-en newstest2015 online-B.0 0.2567 0.619 
BLEU cs-en newstest2015 tuning-task-AFRL 0.1691 -0.21 
BLEU cs-en newstest2015 tuning-task-bleu-MERT 0.1687 -0.196 
BLEU cs-en newstest2015 tuning-task-bleu-MIRA-dense 0.17 -0.182 
BLEU cs-en newstest2015 tuning-task-bleu-MIRA-sparse 0.1539 -0.32 
BLEU cs-en newstest2015 tuning-task-DCU 0.1647 -0.263 
BLEU cs-en newstest2015 tuning-task-HKUST-MEANT 0.1598 -0.32 
BLEU cs-en newstest2015 tuning-task-ILLC-UvA 0.1666 -0.189 
BLEU cs-en newstest2015 tuning-task-METEOR-CMU 0.1556 -0.297 
BLEU cs-en newstest2015 tuning-task-USAAR-Tuna-Saarland 0.1686 -0.22 
BLEU cs-en newstest2015 uedin-jhu-phrase.4071 0.273 0.574 
BLEU cs-en newstest2015 uedin-syntax.4004 0.2571 0.532 
PER cs-en newstest2015 CU-TectoMT.4138 0.5412 -0.125 
PER cs-en newstest2015 Illinois.4083 0.5138 -0.358 
PER cs-en newstest2015 Neural-MT.4088 0.5802 0.518 
PER cs-en newstest2015 online-A.0 0.6041 0.436 
PER cs-en newstest2015 online-B.0 0.6016 0.619 
PER cs-en newstest2015 tuning-task-AFRL 0.5366 -0.21 
PER cs-en newstest2015 tuning-task-bleu-MERT 0.5369 -0.196 
PER cs-en newstest2015 tuning-task-bleu-MIRA-dense 0.538 -0.182 
PER cs-en newstest2015 tuning-task-bleu-MIRA-sparse 0.5112 -0.32 
PER cs-en newstest2015 tuning-task-DCU 0.4999 -0.263 
PER cs-en newstest2015 tuning-task-HKUST-MEANT 0.5152 -0.32 
PER cs-en newstest2015 tuning-task-ILLC-UvA 0.5279 -0.189 
PER cs-en newstest2015 tuning-task-METEOR-CMU 0.5155 -0.297 
PER cs-en newstest2015 tuning-task-USAAR-Tuna-Saarland 0.5377 -0.22 
PER cs-en newstest2015 uedin-jhu-phrase.4071 0.618 0.574 
PER cs-en newstest2015 uedin-syntax.4004 0.6035 0.532 
TER cs-en newstest2015 CU-TectoMT.4138 0.3094 -0.125 
TER cs-en newstest2015 Illinois.4083 0.3436 -0.358 
TER cs-en newstest2015 Neural-MT.4088 0.4138 0.518 
TER cs-en newstest2015 online-A.0 0.4175 0.436 
