METRIC  LP  DATA  SYSTEM  SCORE HUMAN
RATATOUILLE fr-en newstest2015 uedin-jhu-phrase.4105 0.982609713037 0.415 
RATATOUILLE fr-en newstest2015 online-E.0 0.972672567366 -1.434 
RATATOUILLE fr-en newstest2015 online-F.0 0.977278124602 -0.423 
RATATOUILLE fr-en newstest2015 UM-nDA.4036 0.980922444276 0.275 
RATATOUILLE fr-en newstest2015 LIMSI-CNRS-mosesSoulMoreFeatures.3999 0.982834711457 0.446 
RATATOUILLE fr-en newstest2015 online-B.0 0.983380256672 0.498 
Dreem fr-en newsdiscusstest2015 LIMSI-CNRS-mosesSoulMoreFeatures.3999 0.62427389 0.446 
Dreem fr-en newsdiscusstest2015 online-A.0 0.56000699 0.223 
Dreem fr-en newsdiscusstest2015 online-B.0 0.56950056 0.498 
Dreem fr-en newsdiscusstest2015 online-E.0 0.37271313 -1.434 
Dreem fr-en newsdiscusstest2015 online-F.0 0.44667542 -0.423 
Dreem fr-en newsdiscusstest2015 uedin-jhu-phrase.4105 0.62681299 0.415 
Dreem fr-en newsdiscusstest2015 UM-nDA.4036 0.60179292 0.275 
UoW-LSTM fr-en newsdiscusstest2015 online-B.0 0.582380958315 0.498 
UoW-LSTM fr-en newsdiscusstest2015 LIMSI-CNRS-mosesSoulMoreFeatures.3999 0.579264562688 0.446 
UoW-LSTM fr-en newsdiscusstest2015 online-E.0 0.516385984387 -1.434 
UoW-LSTM fr-en newsdiscusstest2015 online-F.0 0.549875635213 -0.423 
UoW-LSTM fr-en newsdiscusstest2015 online-A.0 0.570321299435 0.223 
UoW-LSTM fr-en newsdiscusstest2015 uedin-jhu-phrase.4105 0.574962068963 0.415 
UoW-LSTM fr-en newsdiscusstest2015 UM-nDA.4036 0.569872569062 0.275 
upf-cobalt fr-en newsdiscusstest2015 online-E.0 0.212 -1.434 
upf-cobalt fr-en newsdiscusstest2015 online-F.0 0.316 -0.423 
upf-cobalt fr-en newsdiscusstest2015 online-B.0 0.467333333333333 0.498 
upf-cobalt fr-en newsdiscusstest2015 UM-nDA.4036 0.445333333333333 0.275 
upf-cobalt fr-en newsdiscusstest2015 uedin-jhu-phrase.4105 0.476 0.415 
upf-cobalt fr-en newsdiscusstest2015 online-A.0 0.414666666666667 0.223 
upf-cobalt fr-en newsdiscusstest2015 LIMSI-CNRS-mosesSoulMoreFeatures.3999 0.474 0.446 
VERTa-70Adeq30Flu fr-en newsdiscusstest2015 online-E.0 0.515364149848485 -1.434 
VERTa-70Adeq30Flu fr-en newsdiscusstest2015 online-A.0 0.575671680072727 0.223 
VERTa-70Adeq30Flu fr-en newsdiscusstest2015 UM-nDA.4036 0.574773521430303 0.275 
VERTa-70Adeq30Flu fr-en newsdiscusstest2015 uedin-jhu-phrase.4105 0.579414606448485 0.415 
VERTa-70Adeq30Flu fr-en newsdiscusstest2015 LIMSI-CNRS-mosesSoulMoreFeatures.3999 0.5841627636 0.446 
VERTa-70Adeq30Flu fr-en newsdiscusstest2015 online-F.0 0.538178379715152 -0.423 
VERTa-70Adeq30Flu fr-en newsdiscusstest2015 online-B.0 0.581651647654546 0.498 
VERTa-EQ fr-en newsdiscusstest2015 online-F.0 0.5419500608 -0.423 
VERTa-EQ fr-en newsdiscusstest2015 LIMSI-CNRS-mosesSoulMoreFeatures.3999 0.5845755916 0.446 
VERTa-EQ fr-en newsdiscusstest2015 UM-nDA.4036 0.575830365333333 0.275 
VERTa-EQ fr-en newsdiscusstest2015 online-A.0 0.574963874133333 0.223 
VERTa-EQ fr-en newsdiscusstest2015 uedin-jhu-phrase.4105 0.580552335933333 0.415 
VERTa-EQ fr-en newsdiscusstest2015 online-B.0 0.581827716466666 0.498 
VERTa-EQ fr-en newsdiscusstest2015 online-E.0 0.520844817533333 -1.434 
VERTa-W fr-en newsdiscusstest2015 online-B.0 0.787243244753332 0.498 
VERTa-W fr-en newsdiscusstest2015 online-A.0 0.780505169873332 0.223 
VERTa-W fr-en newsdiscusstest2015 LIMSI-CNRS-mosesSoulMoreFeatures.3999 0.788536586259999 0.446 
VERTa-W fr-en newsdiscusstest2015 online-E.0 0.739335979166666 -1.434 
VERTa-W fr-en newsdiscusstest2015 uedin-jhu-phrase.4105 0.784613369946666 0.415 
VERTa-W fr-en newsdiscusstest2015 UM-nDA.4036 0.78134867182 0.275 
VERTa-W fr-en newsdiscusstest2015 online-F.0 0.753727396020001 -0.423 
CDER fr-en newsdiscusstest2015 LIMSI-CNRS-mosesSoulMoreFeatures.3999 0.5618 0.446 
CDER fr-en newsdiscusstest2015 online-A.0 0.5496 0.223 
CDER fr-en newsdiscusstest2015 online-B.0 0.5601 0.498 
CDER fr-en newsdiscusstest2015 online-E.0 0.4724 -1.434 
CDER fr-en newsdiscusstest2015 online-F.0 0.5034 -0.423 
CDER fr-en newsdiscusstest2015 uedin-jhu-phrase.4105 0.5634 0.415 
CDER fr-en newsdiscusstest2015 UM-nDA.4036 0.5542 0.275 
NIST fr-en newsdiscusstest2015 LIMSI-CNRS-mosesSoulMoreFeatures.3999 7.9248 0.446 
NIST fr-en newsdiscusstest2015 online-A.0 7.8536 0.223 
NIST fr-en newsdiscusstest2015 online-B.0 8.0656 0.498 
NIST fr-en newsdiscusstest2015 online-E.0 6.3416 -1.434 
NIST fr-en newsdiscusstest2015 online-F.0 6.9143 -0.423 
NIST fr-en newsdiscusstest2015 uedin-jhu-phrase.4105 7.8081 0.415 
NIST fr-en newsdiscusstest2015 UM-nDA.4036 7.7358 0.275 
BLEU fr-en newsdiscusstest2015 LIMSI-CNRS-mosesSoulMoreFeatures.3999 0.3478 0.446 
BLEU fr-en newsdiscusstest2015 online-A.0 0.3233 0.223 
BLEU fr-en newsdiscusstest2015 online-B.0 0.3325 0.498 
BLEU fr-en newsdiscusstest2015 online-E.0 0.2304 -1.434 
BLEU fr-en newsdiscusstest2015 online-F.0 0.2691 -0.423 
BLEU fr-en newsdiscusstest2015 uedin-jhu-phrase.4105 0.3433 0.415 
BLEU fr-en newsdiscusstest2015 UM-nDA.4036 0.3365 0.275 
PER fr-en newsdiscusstest2015 LIMSI-CNRS-mosesSoulMoreFeatures.3999 0.6562 0.446 
PER fr-en newsdiscusstest2015 online-A.0 0.6473 0.223 
PER fr-en newsdiscusstest2015 online-B.0 0.6473 0.498 
PER fr-en newsdiscusstest2015 online-E.0 0.5327 -1.434 
PER fr-en newsdiscusstest2015 online-F.0 0.5775 -0.423 
PER fr-en newsdiscusstest2015 uedin-jhu-phrase.4105 0.6394 0.415 
PER fr-en newsdiscusstest2015 UM-nDA.4036 0.6415 0.275 
TER fr-en newsdiscusstest2015 LIMSI-CNRS-mosesSoulMoreFeatures.3999 0.5334 0.446 
TER fr-en newsdiscusstest2015 online-A.0 0.5288 0.223 
TER fr-en newsdiscusstest2015 online-B.0 0.5497 0.498 
TER fr-en newsdiscusstest2015 online-E.0 0.4185 -1.434 
TER fr-en newsdiscusstest2015 online-F.0 0.4609 -0.423 
TER fr-en newsdiscusstest2015 uedin-jhu-phrase.4105 0.5288 0.415 
TER fr-en newsdiscusstest2015 UM-nDA.4036 0.5227 0.275 
WER fr-en newsdiscusstest2015 LIMSI-CNRS-mosesSoulMoreFeatures.3999 0.5141 0.446 
WER fr-en newsdiscusstest2015 online-A.0 0.5109 0.223 
WER fr-en newsdiscusstest2015 online-B.0 0.5321 0.498 
WER fr-en newsdiscusstest2015 online-E.0 0.3998 -1.434 
WER fr-en newsdiscusstest2015 online-F.0 0.4413 -0.423 
WER fr-en newsdiscusstest2015 uedin-jhu-phrase.4105 0.5092 0.415 
WER fr-en newsdiscusstest2015 UM-nDA.4036 0.5033 0.275 
